av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,class,sum_punct
3.89,7,2,0,0,1,9,162,6.22,18.0,12,11,1,2,15,10,12,0,0,18.25,19.18,23.09,22.5,0.42,0.09,0.0,0.0,0.0,0.66,0.1,0.02,0.21,81,0.5,4.5,6.36,0.86,232.98,0.79,0.5,0.78,5.44,1.65,0.1,0.15,0.19,0.1,0.29,0.03,0.09,0.06,0.03,2.75,0.67,0.67,2,0,2,0,1,3,7,11,5,1,2,0,0,0,0,0,6,0
3.89,6,0,4,0,3,9,153,4.33,17.0,13,10,3,1,11,5,14,0,2,14.25,15.98,19.83,19.5,0.53,0.05,0.06,0.18,0.06,0.78,0.12,0.03,0.08,86,0.56,4.92,6.95,0.89,351.1,0.79,0.56,0.88,12.25,2.47,0.17,0.16,0.17,0.11,0.28,0.05,0.12,0.05,0.02,3.25,0.5,0.38,7,2,4,0,0,1,10,12,3,2,1,0,0,0,0,0,6,0
5.38,8,3,0,4,7,8,185,3.62,23.12,17,7,10,3,11,12,12,1,2,18.71,16.4,23.72,25.29,0.47,0.09,0.0,0.0,0.0,0.82,0.1,0.05,0.03,103,0.56,5.35,7.57,0.89,563.8,0.84,0.56,0.79,11.84,2.43,0.17,0.19,0.14,0.08,0.22,0.08,0.2,0.2,0.02,3.25,0.47,0.42,8,1,3,0,1,1,13,3,1,1,0,0,0,1,0,0,6,1
4.62,7,3,0,1,2,8,184,6.0,23.0,12,9,3,4,15,7,12,0,0,18.0,17.43,22.36,22.43,0.41,0.32,0.09,0.21,0.09,0.52,0.08,0.02,0.38,80,0.43,4.17,5.9,0.84,521.6,0.74,0.43,0.91,9.09,2.13,0.13,0.1,0.16,0.08,0.24,0.03,0.0,0.0,0.0,2.25,0.73,0.55,1,1,1,0,3,9,8,8,1,0,1,0,0,0,0,0,6,0
5.38,9,3,3,6,9,16,351,2.25,21.94,31,18,13,6,21,16,26,1,3,18.07,18.42,24.4,23.2,0.5,0.03,0.02,0.11,0.02,0.82,0.15,0.03,0.01,163,0.46,6.15,8.7,0.87,235.33,0.82,0.46,0.78,24.02,3.47,0.18,0.17,0.14,0.08,0.22,0.03,0.09,0.08,0.01,3.0,0.38,0.55,25,1,5,0,5,1,21,5,2,3,2,0,1,0,0,0,6,1
4.08,5,3,0,1,3,12,253,5.67,21.08,19,16,3,4,21,8,12,0,1,16.36,15.84,19.68,20.55,0.31,0.13,0.0,0.0,0.0,0.67,0.09,0.03,0.21,94,0.37,4.18,5.91,0.82,333.6,0.74,0.37,0.62,6.25,1.77,0.13,0.08,0.13,0.13,0.25,0.08,0.0,0.05,0.05,2.5,0.44,1.19,8,1,7,0,6,3,7,12,0,0,3,0,0,0,1,0,5,1
5.0,9,2,3,3,1,8,194,6.88,24.25,11,9,2,0,11,15,11,1,0,22.86,20.66,26.12,28.43,0.36,0.23,0.0,0.0,0.0,0.54,0.06,0.02,0.39,104,0.54,5.28,7.47,0.88,331.14,0.82,0.54,0.75,6.75,1.84,0.13,0.12,0.16,0.13,0.29,0.0,0.03,0.0,0.0,3.25,0.42,0.58,0,2,6,0,5,2,8,2,0,0,0,0,0,1,0,0,6,1
4.33,8,2,2,3,0,15,319,8.6,21.27,24,21,3,10,27,19,18,2,0,17.57,16.99,23.05,23.79,0.44,0.1,0.14,0.45,0.41,0.75,0.1,0.04,0.11,140,0.44,5.54,7.84,0.86,256.21,0.79,0.44,0.86,16.41,2.86,0.14,0.16,0.16,0.05,0.21,0.02,0.21,0.1,0.02,3.75,0.27,1.0,9,1,5,0,9,6,6,10,4,1,1,0,0,0,0,0,6,0
5.64,8,4,8,1,7,11,279,8.73,25.36,25,17,8,11,14,14,15,4,3,19.8,21.32,28.7,26.6,0.47,0.14,0.06,0.25,0.13,0.69,0.12,0.03,0.16,138,0.49,5.84,8.26,0.87,291.17,0.81,0.49,0.87,23.52,3.43,0.21,0.16,0.15,0.11,0.26,0.05,0.05,0.06,0.09,2.75,0.39,0.52,11,3,6,0,8,4,20,11,3,3,0,0,0,0,0,0,7,0
5.12,11,2,8,1,13,17,364,4.59,21.41,40,21,19,7,21,10,19,5,1,19.19,21.14,26.84,24.38,0.49,0.04,0.02,0.1,0.02,0.79,0.09,0.03,0.09,158,0.43,5.86,8.28,0.86,205.38,0.83,0.43,0.7,23.17,3.4,0.18,0.15,0.11,0.08,0.19,0.04,0.09,0.02,0.01,5.0,0.43,0.55,17,5,10,0,7,4,13,11,4,2,1,1,2,2,0,0,6,5
4.0,8,1,3,1,5,12,213,6.75,17.75,23,15,8,9,9,5,16,2,2,16.55,16.53,20.9,20.91,0.43,0.11,0.14,0.46,0.43,0.73,0.13,0.03,0.11,122,0.57,5.91,8.36,0.9,245.99,0.85,0.57,0.9,17.19,2.93,0.21,0.16,0.22,0.1,0.32,0.15,0.0,0.03,0.03,5.5,0.33,0.95,14,0,10,0,2,3,12,14,5,3,2,0,0,0,0,0,6,0
3.58,5,3,3,0,6,12,226,7.42,18.83,15,11,4,5,19,15,8,3,0,14.91,14.09,18.7,19.36,0.39,0.23,0.26,0.88,1.57,0.59,0.12,0.08,0.21,109,0.48,5.13,7.25,0.87,410.73,0.75,0.48,1.0,23.0,3.39,0.26,0.15,0.09,0.06,0.15,0.02,0.12,0.02,0.06,5.5,0.09,0.57,8,5,6,0,8,0,11,2,1,0,8,2,0,0,0,0,6,2
4.44,8,3,3,1,12,16,361,5.38,22.56,43,28,15,9,12,12,23,0,3,18.8,18.69,24.32,25.4,0.48,0.06,0.06,0.3,0.18,0.8,0.1,0.01,0.08,133,0.37,4.95,7.0,0.83,238.96,0.79,0.37,0.59,17.16,2.93,0.17,0.1,0.1,0.06,0.17,0.06,0.04,0.04,0.02,3.25,0.35,0.59,25,6,10,0,4,0,30,8,0,3,0,1,4,3,0,0,6,8
3.58,7,0,4,2,5,19,323,5.05,17.0,36,31,5,8,15,11,18,3,2,14.06,14.19,18.74,18.67,0.48,0.1,0.08,0.35,0.25,0.69,0.11,0.03,0.17,153,0.47,6.02,8.51,0.87,496.51,0.82,0.47,0.83,25.0,3.54,0.19,0.14,0.13,0.1,0.23,0.05,0.15,0.09,0.04,2.75,0.31,0.75,22,1,6,0,2,7,27,6,0,5,2,0,0,1,0,0,6,1
3.27,7,0,2,1,3,15,311,5.87,20.73,29,23,6,14,18,10,18,0,1,19.21,21.25,26.74,24.43,0.47,0.11,0.08,0.28,0.15,0.69,0.1,0.03,0.19,140,0.45,5.61,7.94,0.86,213.08,0.82,0.45,0.65,11.12,2.36,0.12,0.16,0.14,0.06,0.2,0.01,0.12,0.04,0.04,3.25,0.5,0.69,13,1,10,0,1,2,11,7,1,1,5,0,0,3,0,0,6,3
4.07,8,2,4,3,2,14,232,6.14,16.57,20,16,4,5,20,7,13,4,1,12.62,12.94,16.91,17.0,0.48,0.21,0.21,0.65,0.84,0.48,0.11,0.06,0.35,96,0.41,4.46,6.3,0.84,343.64,0.78,0.41,0.68,8.89,2.11,0.12,0.12,0.08,0.1,0.18,0.0,0.02,0.05,0.09,2.75,0.63,0.42,1,1,6,1,3,2,9,2,0,0,1,0,0,0,0,0,6,0
5.62,11,3,2,5,4,8,232,7.0,29.0,22,13,9,2,7,22,16,4,0,25.0,28.87,37.77,32.43,0.46,0.11,0.15,0.47,0.45,0.74,0.08,0.08,0.1,108,0.47,5.01,7.09,0.86,208.07,0.82,0.47,0.9,16.2,2.85,0.17,0.11,0.14,0.07,0.21,0.05,0.1,0.12,0.07,4.25,0.45,0.85,6,0,4,0,9,13,11,11,1,3,3,0,0,0,0,0,6,0
4.45,8,2,7,4,8,20,368,5.55,18.4,30,19,11,4,27,14,30,3,6,16.47,15.64,20.98,21.42,0.5,0.1,0.11,0.46,0.43,0.7,0.15,0.03,0.11,170,0.46,6.27,8.86,0.87,248.95,0.82,0.46,0.65,15.57,2.79,0.13,0.17,0.14,0.1,0.23,0.01,0.14,0.05,0.06,4.0,0.41,0.59,18,3,16,0,7,3,18,6,1,9,1,0,0,0,0,0,6,0
6.38,11,3,3,6,1,8,206,6.5,25.75,15,9,6,2,24,11,13,3,0,18.29,18.99,24.39,23.57,0.46,0.21,0.06,0.18,0.06,0.57,0.1,0.02,0.31,90,0.44,4.43,6.27,0.84,270.33,0.77,0.44,0.62,6.25,1.77,0.11,0.11,0.15,0.1,0.24,0.0,0.05,0.07,0.0,2.25,0.56,0.44,2,0,1,0,4,12,4,6,0,0,1,0,0,0,0,0,8,0
4.58,8,2,6,5,9,12,273,8.25,22.75,32,18,14,5,11,7,19,0,4,17.64,17.69,23.21,23.55,0.5,0.1,0.15,0.62,0.76,0.72,0.13,0.03,0.12,136,0.5,5.82,8.23,0.88,376.63,0.81,0.5,0.88,25.48,3.57,0.21,0.13,0.15,0.12,0.28,0.04,0.04,0.07,0.01,3.25,0.45,0.67,16,2,10,0,5,5,21,20,5,4,1,0,0,0,0,0,5,0
5.33,11,2,1,7,3,15,301,4.27,20.07,31,22,9,5,13,17,13,4,2,16.93,17.81,23.95,22.0,0.4,0.08,0.06,0.25,0.12,0.78,0.13,0.01,0.08,144,0.48,5.87,8.3,0.87,266.21,0.84,0.48,0.88,25.48,3.57,0.24,0.13,0.14,0.1,0.24,0.02,0.06,0.08,0.0,4.75,0.33,0.61,11,2,5,0,9,15,9,4,1,4,3,0,0,0,0,0,6,0
4.82,6,2,3,1,3,11,262,8.45,23.82,22,17,5,13,16,11,27,0,2,17.3,17.69,23.9,24.8,0.49,0.1,0.05,0.16,0.05,0.68,0.16,0.04,0.11,131,0.5,5.72,8.09,0.88,294.77,0.82,0.5,0.85,14.45,2.69,0.13,0.19,0.18,0.09,0.27,0.04,0.07,0.05,0.08,3.25,0.5,0.6,8,2,10,0,0,3,21,9,1,3,1,0,1,1,0,0,6,2
5.8,9,4,1,4,3,5,101,3.2,20.2,12,5,7,3,4,4,10,1,0,15.25,16.46,21.52,19.75,0.52,0.26,0.27,0.64,0.82,0.63,0.04,0.0,0.33,60,0.59,4.22,5.97,0.89,175.89,0.82,0.59,0.64,4.45,1.49,0.13,0.2,0.21,0.04,0.25,0.0,0.08,0.08,0.0,0.75,0.73,0.36,2,0,2,0,1,1,6,1,0,0,2,0,2,0,0,0,5,2
4.22,8,0,3,0,1,9,206,7.33,22.89,16,15,1,2,9,9,3,2,0,20.88,20.85,25.52,25.25,0.33,0.06,0.06,0.18,0.06,0.63,0.08,0.04,0.25,94,0.46,4.63,6.55,0.85,287.38,0.76,0.46,0.88,12.25,2.47,0.21,0.08,0.12,0.21,0.33,0.0,0.12,0.08,0.02,5.0,0.19,0.94,7,5,5,0,3,5,6,4,0,2,0,0,0,0,0,0,6,0
5.33,8,4,0,4,6,6,197,7.5,32.83,18,7,11,2,9,15,4,0,0,26.4,28.45,36.3,34.0,0.28,0.07,0.0,0.0,0.0,0.62,0.09,0.02,0.27,88,0.45,4.43,6.27,0.85,362.75,0.75,0.45,1.0,12.0,2.45,0.22,0.09,0.15,0.07,0.22,0.03,0.1,0.06,0.13,3.25,0.17,1.5,6,5,3,0,1,0,5,6,0,1,1,1,0,1,0,0,6,2
4.27,6,2,1,0,1,11,189,4.73,17.18,17,16,1,4,13,9,11,0,0,13.5,15.43,20.03,18.1,0.41,0.09,0.0,0.0,0.0,0.76,0.1,0.03,0.12,86,0.46,4.42,6.26,0.85,223.07,0.76,0.46,0.79,11.84,2.43,0.19,0.1,0.17,0.1,0.27,0.02,0.1,0.05,0.02,6.0,0.37,0.79,10,1,5,0,6,1,7,3,0,0,3,1,0,0,0,0,6,1
3.92,5,3,3,0,2,12,267,10.33,22.25,19,17,2,4,20,14,15,0,0,19.0,17.85,23.15,24.91,0.35,0.1,0.08,0.2,0.08,0.63,0.1,0.03,0.24,103,0.39,4.46,6.3,0.83,211.7,0.77,0.39,0.62,4.92,1.57,0.09,0.1,0.14,0.13,0.27,0.06,0.09,0.09,0.09,3.25,0.31,1.54,10,3,1,0,0,3,10,8,1,2,4,0,0,2,0,0,6,2
3.94,7,0,7,0,9,18,298,6.33,16.56,29,20,9,12,8,10,14,1,4,13.0,14.94,19.2,17.88,0.49,0.06,0.0,0.0,0.0,0.79,0.1,0.01,0.1,116,0.39,4.75,6.72,0.83,130.12,0.81,0.39,0.5,10.0,2.24,0.14,0.1,0.11,0.1,0.2,0.0,0.04,0.06,0.01,1.75,0.3,0.45,20,3,6,0,6,5,9,3,1,2,1,1,1,0,0,0,6,2
5.75,9,3,3,1,8,8,238,6.12,29.75,14,7,7,4,21,15,9,1,0,24.86,27.86,35.32,31.43,0.42,0.06,0.05,0.15,0.05,0.64,0.1,0.03,0.24,106,0.45,4.86,6.87,0.85,241.24,0.81,0.45,0.81,13.76,2.62,0.17,0.1,0.09,0.1,0.19,0.07,0.04,0.05,0.02,5.25,0.33,0.33,2,6,9,0,3,0,9,0,0,0,3,1,0,0,0,0,7,1
4.75,7,3,2,1,6,12,280,8.08,23.33,32,25,7,15,12,13,18,1,2,18.45,20.85,27.9,24.36,0.46,0.09,0.04,0.14,0.04,0.74,0.11,0.05,0.11,128,0.46,5.41,7.65,0.86,199.88,0.84,0.46,0.71,12.04,2.45,0.13,0.15,0.15,0.06,0.21,0.03,0.14,0.14,0.05,3.0,0.42,0.96,11,1,10,0,3,4,15,5,1,3,2,0,1,0,0,0,6,1
3.95,10,2,5,5,5,22,344,3.95,15.64,28,21,7,9,19,13,23,2,5,11.76,13.15,17.92,16.0,0.46,0.15,0.03,0.12,0.03,0.74,0.1,0.02,0.14,143,0.42,5.45,7.71,0.85,172.12,0.79,0.42,0.74,19.31,3.11,0.16,0.16,0.11,0.06,0.17,0.04,0.06,0.01,0.08,4.0,0.34,0.6,20,2,8,0,6,4,25,8,3,4,1,0,0,1,0,0,6,1
4.36,8,3,2,2,2,11,187,2.09,17.0,14,10,4,5,17,8,8,2,0,14.0,15.04,19.82,18.6,0.42,0.18,0.0,0.0,0.0,0.68,0.06,0.05,0.2,91,0.49,4.71,6.65,0.86,215.75,0.81,0.49,0.76,9.94,2.23,0.16,0.12,0.1,0.05,0.15,0.0,0.1,0.02,0.12,2.75,0.47,0.47,5,4,4,0,2,2,3,0,0,1,5,0,0,0,0,0,6,0
6.57,9,4,0,1,5,7,226,8.29,32.29,17,12,5,7,21,11,9,0,1,28.33,29.28,37.75,36.33,0.38,0.09,0.0,0.0,0.0,0.68,0.11,0.0,0.21,91,0.4,4.28,6.05,0.83,274.57,0.75,0.4,0.86,10.29,2.27,0.14,0.1,0.09,0.07,0.16,0.0,0.13,0.0,0.03,2.5,0.29,0.93,8,0,5,0,2,2,4,2,0,0,4,0,0,0,0,0,6,0
4.22,7,2,4,0,1,9,211,7.89,23.44,14,13,1,1,15,14,11,2,0,25.62,21.46,27.33,31.75,0.39,0.11,0.07,0.19,0.07,0.62,0.08,0.06,0.25,104,0.49,5.06,7.16,0.87,291.07,0.81,0.49,1.0,14.0,2.65,0.17,0.13,0.16,0.14,0.3,0.05,0.11,0.11,0.07,4.5,0.36,1.0,7,0,3,0,7,8,12,2,0,0,1,0,0,0,0,0,6,0
3.85,6,3,0,2,0,13,179,5.62,13.77,16,16,0,4,22,8,14,0,0,9.25,10.97,14.37,12.58,0.47,0.36,0.11,0.24,0.11,0.52,0.16,0.02,0.31,76,0.42,4.02,5.68,0.83,365.65,0.74,0.42,0.78,5.44,1.65,0.08,0.13,0.12,0.07,0.19,0.0,0.0,0.0,0.06,2.25,0.67,1.11,2,0,2,1,1,11,4,1,0,0,1,0,0,1,0,0,4,1
6.0,9,3,3,1,2,6,223,15.67,37.17,14,12,2,13,9,18,18,1,0,32.6,30.02,40.37,44.2,0.43,0.24,0.38,0.98,1.92,0.51,0.08,0.04,0.37,115,0.52,5.45,7.7,0.88,381.03,0.81,0.52,0.92,11.08,2.35,0.13,0.16,0.17,0.06,0.23,0.02,0.02,0.02,0.15,4.25,0.38,0.85,2,1,6,0,5,0,6,12,2,0,9,1,0,1,0,0,6,2
4.0,9,3,0,0,0,7,120,6.14,17.14,7,7,0,6,10,3,8,1,0,14.33,12.9,16.79,18.0,0.34,0.44,0.33,0.41,0.33,0.48,0.03,0.01,0.48,64,0.53,4.13,5.84,0.87,562.09,0.74,0.53,1.0,3.0,1.22,0.07,0.12,0.2,0.07,0.27,0.0,0.05,0.05,0.0,0.0,0.33,2.0,1,0,5,0,1,0,2,0,0,0,1,0,0,1,0,0,6,1
4.11,6,2,2,0,1,9,178,6.89,19.78,14,13,1,2,13,9,3,2,0,15.88,16.0,20.8,21.12,0.31,0.07,0.0,0.0,0.0,0.62,0.08,0.07,0.24,84,0.47,4.45,6.3,0.86,192.88,0.78,0.47,0.69,6.23,1.77,0.16,0.1,0.05,0.18,0.24,0.0,0.08,0.02,0.12,2.0,0.15,1.0,4,0,6,0,8,5,9,8,1,0,0,0,0,0,0,0,6,0
5.2,10,3,5,4,11,15,326,4.33,21.73,27,15,12,4,14,20,20,3,0,17.57,17.86,23.33,23.5,0.52,0.07,0.08,0.34,0.22,0.74,0.1,0.04,0.12,155,0.48,6.07,8.58,0.87,231.52,0.83,0.48,0.78,24.02,3.47,0.18,0.16,0.14,0.09,0.23,0.02,0.05,0.03,0.01,5.25,0.4,0.28,9,10,4,0,2,11,17,12,2,2,1,2,2,2,0,0,6,6
5.86,8,5,4,4,12,7,254,12.57,36.29,21,6,15,5,10,12,12,1,5,29.17,26.18,35.98,39.0,0.42,0.08,0.0,0.0,0.0,0.71,0.1,0.02,0.17,114,0.45,5.06,7.15,0.86,224.13,0.78,0.45,0.57,9.14,2.14,0.15,0.14,0.14,0.07,0.21,0.02,0.17,0.06,0.02,2.25,0.32,0.5,18,1,4,0,2,9,13,6,1,3,0,1,0,1,0,0,6,2
5.11,9,2,0,2,1,9,218,4.67,24.22,18,14,4,9,16,9,17,0,0,22.38,24.1,28.94,27.0,0.44,0.07,0.07,0.19,0.07,0.74,0.06,0.01,0.19,85,0.39,4.07,5.76,0.83,138.69,0.76,0.39,0.64,5.79,1.7,0.09,0.1,0.14,0.06,0.2,0.02,0.1,0.0,0.04,3.25,0.5,0.93,6,1,5,0,2,3,3,4,0,0,1,0,1,1,0,0,6,2
3.18,7,0,3,2,4,22,313,3.68,14.23,34,28,6,9,18,8,15,0,3,13.0,12.7,16.11,16.33,0.43,0.11,0.06,0.25,0.12,0.72,0.1,0.01,0.16,133,0.42,5.32,7.52,0.85,210.53,0.81,0.42,0.72,16.53,2.88,0.17,0.13,0.12,0.09,0.21,0.05,0.16,0.02,0.1,1.5,0.44,0.62,18,0,9,0,0,2,8,10,4,3,2,0,0,0,0,0,5,0
4.61,8,2,8,2,8,18,328,5.5,18.22,32,20,12,4,6,17,19,2,6,15.12,15.38,20.29,19.47,0.45,0.08,0.14,0.64,0.82,0.78,0.1,0.02,0.09,143,0.44,5.58,7.9,0.86,197.43,0.82,0.44,0.7,21.84,3.3,0.21,0.12,0.1,0.11,0.21,0.04,0.07,0.09,0.05,3.25,0.25,0.52,25,6,16,0,2,2,6,4,0,3,2,0,0,0,0,0,6,0
5.75,11,3,2,5,5,12,288,4.58,24.0,27,18,9,11,17,8,19,1,2,18.73,21.33,29.12,25.64,0.53,0.08,0.11,0.46,0.43,0.74,0.14,0.03,0.1,140,0.49,5.83,8.25,0.87,275.01,0.84,0.49,0.73,19.7,3.14,0.18,0.16,0.13,0.1,0.23,0.04,0.08,0.08,0.05,3.0,0.32,0.51,17,7,4,0,4,5,11,17,4,1,3,0,0,2,0,0,6,2
4.12,6,2,4,3,10,17,294,6.18,17.29,33,20,13,1,10,22,8,0,2,15.12,14.75,19.29,19.69,0.47,0.09,0.13,0.57,0.64,0.75,0.09,0.01,0.15,131,0.45,5.4,7.64,0.86,271.17,0.8,0.45,0.74,21.56,3.28,0.21,0.13,0.09,0.09,0.17,0.08,0.03,0.0,0.03,4.0,0.46,0.46,19,2,7,0,3,5,12,13,3,2,7,1,0,0,0,0,6,1
4.3,7,2,3,0,0,10,191,4.2,19.1,13,13,0,6,15,8,6,3,0,14.67,14.45,18.19,18.33,0.29,0.09,0.0,0.0,0.0,0.64,0.06,0.03,0.27,82,0.43,4.2,5.93,0.84,154.27,0.78,0.43,0.67,5.33,1.63,0.15,0.1,0.11,0.09,0.2,0.0,0.06,0.03,0.1,3.25,0.42,0.75,3,0,4,0,5,4,3,3,0,3,0,0,0,0,0,0,6,0
6.13,12,2,8,4,14,15,454,6.4,30.27,45,21,24,14,22,21,31,1,6,25.64,25.07,32.92,32.43,0.48,0.05,0.02,0.1,0.02,0.78,0.11,0.04,0.07,179,0.39,5.94,8.4,0.85,179.21,0.84,0.39,0.62,18.75,3.06,0.14,0.12,0.14,0.09,0.23,0.03,0.09,0.04,0.07,4.75,0.42,0.69,23,4,17,0,9,11,24,12,2,3,2,1,0,1,0,0,6,2
4.17,9,2,5,2,4,18,302,3.94,16.78,31,22,9,4,12,10,19,0,8,14.65,15.13,19.5,19.35,0.5,0.03,0.0,0.0,0.0,0.8,0.11,0.02,0.07,123,0.41,5.0,7.08,0.84,135.09,0.8,0.41,0.55,12.1,2.46,0.15,0.11,0.1,0.09,0.19,0.03,0.12,0.07,0.05,2.5,0.48,0.38,22,1,4,0,1,3,13,41,13,4,0,0,1,0,0,0,6,1
4.67,9,0,2,1,13,12,275,5.83,22.92,25,11,14,4,17,8,14,1,2,18.09,19.27,25.73,23.91,0.49,0.05,0.0,0.0,0.0,0.73,0.12,0.04,0.12,134,0.49,5.71,8.08,0.87,200.84,0.84,0.49,0.64,11.57,2.41,0.13,0.16,0.16,0.07,0.23,0.08,0.09,0.08,0.03,3.0,0.43,0.68,13,3,8,0,6,2,16,11,3,5,2,0,1,1,0,0,7,2
5.4,8,4,4,2,6,10,247,6.2,24.7,22,16,6,1,14,18,20,4,1,18.44,17.7,23.66,24.0,0.43,0.11,0.0,0.0,0.0,0.74,0.04,0.03,0.18,100,0.4,4.5,6.36,0.84,142.89,0.79,0.4,0.48,5.76,1.7,0.11,0.11,0.14,0.08,0.22,0.06,0.0,0.03,0.0,3.0,0.36,0.56,9,0,7,0,5,0,10,4,1,1,1,0,0,0,0,0,6,0
7.25,11,5,8,3,6,4,140,9.75,35.0,10,3,7,1,8,8,12,7,2,36.33,33.44,42.06,46.67,0.54,0.16,0.21,0.72,1.04,0.74,0.08,0.01,0.17,69,0.49,4.12,5.83,0.86,627.43,0.75,0.49,0.54,7.04,1.88,0.17,0.14,0.09,0.04,0.13,0.0,0.0,0.0,0.03,1.75,0.29,0.12,8,0,0,0,7,0,6,9,0,2,1,0,1,0,1,0,6,2
4.86,7,2,1,1,4,7,150,10.0,21.43,14,9,5,3,11,4,15,1,0,17.33,16.52,20.98,22.33,0.49,0.32,0.08,0.2,0.08,0.59,0.07,0.02,0.32,76,0.51,4.39,6.21,0.86,246.83,0.79,0.51,0.85,9.31,2.16,0.15,0.15,0.15,0.08,0.23,0.0,0.04,0.04,0.04,3.25,0.46,0.77,3,2,7,0,4,3,5,5,0,0,0,0,0,0,0,0,6,0
5.36,8,3,3,8,4,14,299,4.0,21.36,33,21,12,5,12,19,21,4,0,16.38,17.26,23.57,22.15,0.48,0.11,0.03,0.13,0.03,0.73,0.13,0.03,0.12,126,0.42,5.15,7.29,0.85,175.16,0.83,0.42,0.59,9.97,2.23,0.12,0.12,0.13,0.09,0.22,0.03,0.0,0.12,0.04,2.25,0.62,0.55,2,0,9,0,10,3,17,24,7,2,2,0,0,0,0,0,6,0
4.62,7,3,2,2,2,8,193,10.62,24.12,14,10,4,4,16,9,7,3,1,21.14,19.71,25.14,26.71,0.37,0.18,0.2,0.55,0.6,0.62,0.08,0.05,0.24,102,0.53,5.19,7.34,0.88,374.23,0.81,0.53,0.93,13.07,2.56,0.2,0.13,0.11,0.14,0.25,0.05,0.05,0.02,0.02,5.0,0.2,1.13,6,3,4,0,8,3,5,3,0,0,3,0,0,1,0,0,6,1
4.0,8,0,6,1,5,18,387,5.72,21.5,29,20,9,21,19,20,32,0,4,19.0,20.78,27.09,24.65,0.48,0.11,0.0,0.0,0.0,0.67,0.13,0.01,0.18,131,0.34,4.71,6.66,0.82,206.25,0.79,0.34,0.57,9.14,2.14,0.09,0.12,0.1,0.07,0.17,0.02,0.17,0.03,0.03,1.75,0.46,0.68,16,1,2,0,1,6,23,11,2,4,3,0,0,0,0,0,6,0
5.5,7,4,2,2,2,8,201,11.38,25.12,13,10,3,8,19,14,11,1,0,19.57,20.0,24.94,24.0,0.36,0.33,0.0,0.0,0.0,0.6,0.06,0.01,0.32,80,0.4,3.99,5.64,0.83,163.03,0.74,0.4,0.78,5.44,1.65,0.1,0.11,0.15,0.05,0.21,0.02,0.02,0.0,0.02,1.75,0.22,1.44,1,2,5,0,5,1,9,2,0,0,1,0,0,0,0,0,7,0
5.41,8,3,3,2,7,17,419,6.71,24.65,39,28,11,16,31,23,20,4,2,19.25,19.73,26.45,26.19,0.47,0.09,0.12,0.55,0.6,0.75,0.15,0.02,0.08,145,0.35,5.01,7.08,0.82,191.68,0.81,0.35,0.6,14.88,2.73,0.13,0.12,0.09,0.06,0.15,0.05,0.05,0.05,0.03,5.0,0.31,0.95,24,2,15,0,17,10,21,14,4,1,1,0,0,0,0,0,6,0
4.29,7,2,3,3,2,14,246,5.21,17.57,25,20,5,3,13,12,16,0,4,14.85,14.84,19.27,19.0,0.51,0.18,0.04,0.14,0.04,0.7,0.13,0.02,0.14,113,0.46,5.09,7.2,0.86,137.14,0.83,0.46,0.6,9.0,2.12,0.12,0.13,0.14,0.12,0.26,0.08,0.11,0.15,0.02,3.0,0.44,0.72,14,0,3,0,4,4,16,6,1,1,0,0,0,1,0,0,6,1
4.0,8,2,2,0,4,9,205,7.67,22.78,14,11,3,2,13,17,7,2,0,21.38,17.41,23.12,27.25,0.3,0.15,0.14,0.38,0.29,0.62,0.04,0.04,0.29,96,0.47,4.74,6.7,0.86,260.28,0.78,0.47,0.86,10.29,2.27,0.2,0.12,0.11,0.08,0.2,0.05,0.05,0.0,0.14,4.0,0.43,0.57,1,2,5,0,5,5,10,1,0,1,2,0,0,0,0,0,6,0
5.4,9,2,1,3,3,10,271,9.3,27.1,19,14,5,8,25,11,9,0,2,25.78,28.91,34.3,30.67,0.35,0.22,0.11,0.33,0.22,0.63,0.09,0.04,0.24,99,0.37,4.25,6.01,0.82,309.07,0.74,0.37,0.67,8.0,2.0,0.12,0.07,0.07,0.16,0.23,0.06,0.09,0.09,0.03,4.25,0.22,0.83,6,6,6,0,2,7,2,5,2,0,0,0,0,1,0,0,6,1
4.06,7,2,0,3,3,16,287,4.38,17.94,23,18,5,8,17,13,28,0,2,12.73,15.11,20.63,18.07,0.51,0.12,0.22,0.74,1.09,0.71,0.1,0.02,0.17,136,0.47,5.68,8.03,0.87,246.32,0.83,0.47,0.78,14.09,2.65,0.12,0.16,0.2,0.07,0.27,0.02,0.14,0.11,0.05,1.75,0.61,0.57,11,1,2,0,1,5,13,5,2,1,3,0,1,2,0,0,6,3
