4.68,20.84,16.16,19.81,15.1,17.41,10.639,1.636,1.029,0.086,0.114,0.257,0.083,0.111,0.25,0.139,1.591,1.273,2.409,0.409,0.682,0.0,0.045,1.5,5.32,383,3,4,9,22,36,35,1,5,28,53,9,15,0,1,33,2,12,105,
3.75,16.79,12.6,16.42,12.0,14.05,8.029,1.75,1.094,0.156,0.125,0.094,0.143,0.114,0.086,0.143,1.6,1.2,1.8,0.4,0.9,0.05,0.1,1.55,4.95,281,5,4,3,20,35,32,3,5,24,36,8,18,1,2,31,2,6,87,
3.42,16.84,12.67,16.0,11.78,14,8.312,1.684,1.032,0.065,0.097,0.194,0.062,0.094,0.188,0.156,1.632,1.0,1.474,0.263,0.789,0.0,0.105,1.474,4.95,266,2,3,6,19,32,31,1,5,19,28,5,15,0,2,28,2,5,67,
5.0,24.5,18.41,24.67,19.0,20.92,11.333,1.846,1.0,0.125,0.083,0.042,0.125,0.083,0.042,0.208,1.846,2.077,2.462,0.308,1.385,0.0,0.154,1.923,4.54,272,3,2,1,13,24,24,0,5,27,32,4,18,0,2,25,2,8,81,
3.12,15.14,11.82,14.62,11.38,10.65,8.227,1.294,1.0,0.091,0.091,0.091,0.091,0.091,0.091,0.136,1.294,1.0,1.118,0.353,0.294,0.059,0.059,1.176,4.53,181,2,2,2,17,22,22,0,3,17,19,6,5,1,1,20,1,5,48,
4.86,20.75,15.55,20.77,14.62,18.36,9.885,1.857,1.0,0.231,0.077,0.115,0.231,0.077,0.115,0.308,1.857,1.357,2.714,0.5,0.857,0.143,0.071,2.286,4.43,257,6,2,3,14,26,26,0,8,19,38,7,12,2,1,32,2,10,78,
4.85,24.6,17.81,24.67,18.17,20.38,14.722,1.385,1.059,0.294,0.059,0.118,0.278,0.056,0.111,0.611,1.308,3.077,2.692,0.692,0.692,0.0,0.308,1.692,8.62,265,5,1,2,13,18,17,1,11,40,35,9,9,0,4,22,3,7,93,
3.68,15.18,11.6,14.67,11.33,12.16,8.25,1.474,1.0,0.143,0.0,0.107,0.143,0.0,0.107,0.107,1.474,1.316,1.474,0.263,0.421,0.0,0.263,1.684,3.63,231,4,0,3,19,28,28,0,3,25,28,5,8,0,5,32,2,6,66,
3.61,16.92,12.85,17.24,13.24,14.5,8.7,1.667,1.0,0.133,0.1,0.067,0.133,0.1,0.067,0.2,1.667,1.778,1.667,0.167,0.556,0.0,0.111,1.278,4.94,261,4,3,2,18,30,30,0,6,32,30,3,10,0,2,23,2,6,75,
4.25,24.91,19.31,26.27,21.0,19.31,9.656,2.0,1.032,0.194,0.129,0.323,0.188,0.125,0.312,0.344,1.938,1.375,2.5,0.438,1.062,0.062,0.438,2.562,6.88,309,6,4,10,16,32,31,1,11,22,40,7,17,1,7,41,2,6,87,
5.93,27.9,20.97,29.0,22.69,22.93,10.031,2.286,1.103,0.345,0.241,0.276,0.312,0.219,0.25,0.188,2.071,2.786,3.571,0.143,0.929,0.0,0.214,2.357,5.36,321,10,7,8,14,32,29,3,6,39,50,2,13,0,3,33,3,11,104,
4.29,25.75,20.21,26.77,21.31,19.14,9.571,2.0,1.12,0.28,0.12,0.28,0.25,0.107,0.25,0.179,1.786,1.5,2.286,0.429,0.714,0.071,0.286,1.857,5.79,268,7,3,7,14,28,25,3,5,21,32,6,10,1,4,26,3,7,70,
4.56,23.66,18.82,24.07,19.13,18.62,8.278,2.25,1.0,0.056,0.083,0.389,0.056,0.083,0.389,0.25,2.25,1.25,1.875,0.25,1.312,0.062,0.125,2.438,7.19,298,2,3,14,16,36,36,0,9,20,30,4,21,1,2,39,2,8,76,
3.7,17.44,13.19,17.16,13.16,13.7,7.829,1.75,1.0,0.114,0.086,0.143,0.114,0.086,0.143,0.029,1.75,1.05,1.85,0.35,0.65,0.0,0.2,1.6,5.4,274,4,3,5,20,35,35,0,1,21,37,7,13,0,4,32,1,7,78,
4.06,21.88,16.88,21.0,16.38,17.24,8.139,2.118,1.0,0.083,0.111,0.167,0.083,0.111,0.167,0.139,2.118,1.882,1.882,0.235,0.647,0.0,0.118,1.765,6.59,293,3,4,6,17,36,36,0,5,32,32,4,11,0,2,30,2,5,79,
3.71,16.93,12.77,17.23,12.69,14.07,7.036,2.0,1.0,0.071,0.071,0.214,0.071,0.071,0.214,0.107,2.0,0.929,1.786,0.357,0.429,0.071,0.0,1.643,3.5,197,2,2,6,14,28,28,0,3,13,25,5,6,1,0,23,2,6,50,
5.25,22.94,17.38,23.45,17.09,19.33,10.545,1.833,1.0,0.364,0.091,0.227,0.364,0.091,0.227,0.227,1.833,1.917,2.5,0.167,0.75,0.0,0.417,3.0,4.33,232,8,2,5,12,22,22,0,5,23,30,2,9,0,5,36,3,8,64,
4.27,19.04,14.94,18.28,14.16,15.55,8.274,1.879,1.033,0.083,0.067,0.3,0.081,0.065,0.29,0.129,1.818,1.455,1.606,0.394,0.879,0.0,0.091,1.758,6.06,513,5,4,18,33,62,60,2,8,48,53,13,29,0,3,58,2,14,143,
3.61,18.41,14.96,17.76,14.24,13.11,9.44,1.389,1.087,0.13,0.217,0.217,0.12,0.2,0.2,0.12,1.278,0.889,1.111,0.278,0.889,0.0,0.167,1.889,6,236,3,5,5,18,25,23,2,3,16,20,5,16,0,3,34,1,11,57,
4.07,19.41,14.63,19.21,14.14,16.2,10.565,1.533,1.045,0.045,0.091,0.182,0.043,0.087,0.174,0.261,1.467,2.067,2.4,0.667,0.333,0.067,0.067,1.4,5.67,243,1,2,4,15,23,22,1,6,31,36,10,5,1,1,21,2,6,83,
3.67,17.04,13.23,15.76,12.24,13.1,8.362,1.567,1.022,0.152,0.109,0.217,0.149,0.106,0.213,0.191,1.533,1.367,1.567,0.3,0.433,0.1,0.033,1.433,5,393,7,5,10,30,47,46,1,9,41,47,9,13,3,1,43,1,8,113,
3.25,15.41,11.89,15.55,12.0,12.17,11.231,1.083,1.0,0.077,0.0,0.0,0.077,0.0,0.0,0.154,1.083,1.25,2.583,0.25,0.167,0.083,0.0,0.75,4.08,146,1,0,0,12,13,13,0,2,15,31,3,2,1,0,9,2,5,52,
5.2,24.67,19.51,26.0,20.67,20.6,12.875,1.6,1.0,0.25,0.062,0.062,0.25,0.062,0.062,0.188,1.6,2.7,3.8,0.4,0.3,0.0,0.1,1.4,5.1,206,4,1,1,10,16,16,0,3,27,38,4,3,0,1,14,3,9,72,
3.27,16.89,13.8,17.0,13.5,14.09,7.75,1.818,1.0,0.05,0.05,0.15,0.05,0.05,0.15,0.1,1.818,1.636,1.818,0.455,0.364,0.0,0.0,1.364,4.64,155,1,1,3,11,20,20,0,2,18,20,5,4,0,0,15,1,5,47,
4.0,17.47,13.11,18.25,13.62,15.67,11.75,1.333,1.091,0.273,0.091,0.0,0.25,0.083,0.0,0.167,1.222,2.0,2.778,0.222,0.333,0.111,0.0,1.333,3,141,3,1,0,9,12,11,1,2,18,25,2,3,1,0,12,2,6,49,
3.8,17.47,13.53,16.11,11.67,15.4,14.0,1.1,1.0,0.273,0.0,0.0,0.273,0.0,0.0,0.273,1.1,1.5,3.3,0.5,0.2,0.0,0.0,0.8,8,154,3,0,0,10,11,11,0,3,15,33,5,2,0,0,8,2,7,55,
5.29,26.43,20.43,26.5,20.33,24.29,12.143,2.0,1.0,0.214,0.0,0.143,0.214,0.0,0.143,0.214,2.0,1.857,4.143,0.429,0.571,0.143,0.0,2.714,7.57,170,3,0,2,7,14,14,0,3,13,29,3,4,1,0,19,3,8,50,
4.25,23.25,18.36,23.43,18.57,19,10.133,1.875,1.0,0.2,0.267,0.0,0.2,0.267,0.0,0.133,1.875,1.875,3.375,0.375,0.125,0.125,0.0,1.5,4.5,152,3,4,0,8,15,15,0,2,15,27,3,1,1,0,12,2,6,47,
5.0,27.29,20.89,27.86,21.29,21.5,17.2,1.25,1.0,0.4,0.0,0.2,0.4,0.0,0.2,0.3,1.25,2.625,4.25,0.625,0.125,0.0,0.125,1.625,5.12,172,4,0,2,8,10,10,0,3,21,34,5,1,0,1,13,2,7,61,
5.25,27.39,21.96,26.29,20.86,23.75,11.176,2.125,1.0,0.235,0.059,0.059,0.235,0.059,0.059,0.0,2.125,3.125,5.0,0.5,0.125,0.0,0.0,2.0,7.12,190,4,1,1,8,17,17,0,0,25,40,4,1,0,0,16,3,7,70,
4.5,23.89,19.13,23.44,19.44,20.5,12.812,1.6,1.0,0.125,0.188,0.062,0.125,0.188,0.062,0.188,1.6,2.2,3.7,0.4,0.3,0.1,0.0,1.5,7,205,2,3,1,10,16,16,0,3,22,37,4,3,1,0,15,2,7,67,
4.4,24.0,18.69,25.22,19.44,20,15.385,1.3,1.0,0.154,0.0,0.308,0.154,0.0,0.308,0.538,1.3,2.9,3.0,0.2,0.1,0.2,0.0,1.6,6.4,200,2,0,4,10,13,13,0,7,29,30,2,1,2,0,16,3,6,64,
4.0,17.0,13.0,16.9,12.8,14.45,10.6,1.364,1.0,0.133,0.0,0.2,0.133,0.0,0.2,0.133,1.364,1.0,2.0,0.455,0.0,0.0,0.0,1.364,5.55,159,2,0,3,11,15,15,0,2,11,22,5,0,0,0,15,2,8,38,
4.1,17.89,13.4,19.22,14.44,15.8,13.167,1.2,1.0,0.167,0.0,0.167,0.167,0.0,0.167,0.0,1.2,2.1,3.6,0.3,0.1,0.0,0.1,1.0,6.1,158,2,0,2,10,12,12,0,0,21,36,3,1,0,1,10,2,10,61,
4.33,18.06,14.64,18.0,15.0,15.11,10.462,1.444,1.0,0.231,0.154,0.0,0.231,0.154,0.0,0.077,1.444,1.444,2.333,0.889,0.333,0.111,0.111,1.0,6.33,136,3,2,0,9,13,13,0,1,13,21,8,3,1,1,9,2,9,46,
5.0,21.09,16.89,21.89,17.0,17.7,11.8,1.5,1.0,0.2,0.0,0.133,0.2,0.0,0.133,0.267,1.5,1.9,3.6,0.3,0.4,0.1,0.0,1.5,6.7,177,3,0,2,10,15,15,0,4,19,36,3,4,1,0,15,3,10,63,
4.09,20.84,16.91,18.2,15.1,16.64,8.714,1.909,1.05,0.05,0.05,0.2,0.048,0.048,0.19,0.0,1.818,1.818,2.455,0.455,0.273,0.0,0.0,1.364,4.82,183,1,1,4,11,21,20,1,0,20,27,5,3,0,0,15,2,8,55,
3.07,15.33,12.32,16.23,13.62,12.14,10.0,1.214,1.0,0.059,0.059,0.059,0.059,0.059,0.059,0.353,1.214,1.071,1.857,0.286,0.0,0.0,0.0,1.143,6.07,170,1,1,1,14,17,17,0,6,15,26,4,0,0,0,16,2,6,45,
3.89,18.17,14.58,19.12,15.38,16,11.077,1.444,1.083,0.083,0.333,0.0,0.077,0.308,0.0,0.077,1.333,1.889,2.667,0.222,0.111,0.0,0.0,1.222,6.89,144,1,4,0,9,13,12,1,1,17,24,2,1,0,0,11,3,6,44,
3.38,19.0,15.86,20.17,17.42,15,11.471,1.308,1.0,0.059,0.059,0.0,0.059,0.059,0.0,0.059,1.308,1.308,2.692,0.154,0.231,0.0,0.0,1.308,3.77,195,1,1,0,13,17,17,0,1,17,35,2,3,0,0,17,2,5,57,
3.22,20.47,15.69,20.88,17.0,17.56,10.533,1.667,1.0,0.067,0.0,0.2,0.067,0.0,0.2,0.067,1.667,2.444,2.778,0.556,0.111,0.111,0.111,1.333,9.33,158,1,0,3,9,15,15,0,1,22,25,5,1,1,1,12,2,4,54,
5.0,27.43,18.81,27.33,19.17,24.14,13.0,1.857,1.0,0.154,0.154,0.154,0.154,0.154,0.154,0.154,1.857,2.571,5.143,0.286,0.143,0.0,0.0,1.429,7,169,2,2,2,7,13,13,0,2,18,36,2,1,0,0,10,3,7,57,
6.0,26.38,18.71,28.0,20.0,24.43,17.1,1.429,1.111,0.222,0.111,0.222,0.2,0.1,0.2,0.0,1.286,4.571,4.571,0.857,0.0,0.0,0.0,1.0,6.43,171,2,1,2,7,10,9,1,0,32,32,6,0,0,0,7,4,9,70,
3.56,16.64,13.03,16.62,13.5,13.11,10.727,1.222,1.0,0.091,0.0,0.182,0.091,0.0,0.182,0.455,1.222,1.667,2.0,0.111,0.222,0.0,0.0,1.444,4.11,118,1,0,2,9,11,11,0,5,15,18,1,2,0,0,13,2,5,36,
6.0,28.53,21.87,27.8,21.8,25,16.667,1.5,1.0,0.0,0.0,0.222,0.0,0.0,0.222,0.444,1.5,4.0,5.667,0.333,0.5,0.0,0.0,1.333,7,150,0,0,2,6,9,9,0,4,24,34,2,3,0,0,8,4,11,63,
4.22,21.08,16.39,20.5,15.38,17.67,10.6,1.667,1.0,0.067,0.2,0.2,0.067,0.2,0.2,0.2,1.667,2.0,2.556,0.222,0.222,0.0,0.0,1.889,6.22,159,1,3,3,9,15,15,0,3,18,23,2,2,0,0,17,3,5,45,
4.56,25.72,20.75,26.62,22.25,20.78,13.357,1.556,1.0,0.143,0.071,0.357,0.143,0.071,0.357,0.214,1.556,2.0,3.111,0.556,0.667,0.111,0.0,2.0,6.22,187,2,1,5,9,14,14,0,3,18,28,5,6,1,0,18,2,6,58,
4.25,15.79,12.29,15.14,12.0,14.38,12.778,1.125,1.0,0.111,0.222,0.0,0.111,0.222,0.0,0.111,1.125,2.5,2.5,0.25,0.0,0.0,0.0,0.875,3.62,115,1,2,0,8,9,9,0,1,20,20,2,0,0,0,7,3,6,42,
3.0,16.14,13.14,17.62,14.5,13,8.357,1.556,1.0,0.143,0.0,0.071,0.143,0.0,0.071,0.071,1.556,1.111,1.778,0.333,0.0,0.111,0.0,0.889,5.44,117,2,0,1,9,14,14,0,1,10,16,3,0,1,0,8,2,4,30,
4.14,23.48,18.14,23.0,17.67,21.71,10.857,2.0,1.0,0.071,0.071,0.143,0.071,0.071,0.143,0.071,2.0,3.143,4.0,0.429,0.286,0.0,0.0,1.143,10.43,152,1,1,2,7,14,14,0,1,22,28,3,2,0,0,8,3,5,55,
5.38,28.21,22.18,26.86,21.57,23,10.824,2.125,1.0,0.176,0.118,0.118,0.176,0.118,0.118,0.0,2.125,2.125,4.0,0.5,0.375,0.125,0.0,1.875,8.12,184,3,2,2,8,17,17,0,0,17,32,4,3,1,0,15,2,9,57,
