av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,corrected_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,corrected_ttr,lv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,million_mistake,class,sum_punct
5.2,7,4,0,5,0,10,177,4.5,17.7,15,12,3,2,16,5,14,0,0,12.44,13.42,18.54,17.11,0.52,0.26,0.19,0.51,0.08,0.05,0.36,90,4.78,0.51,2.27,0.13,0.19,0.12,0.04,0.16,0.0,0.02,0.05,0.1,1.25,0.93,0.14,1,0,4,0,0,3,2,0,0,0,2,0,3,0
4.18,7,2,4,2,4,17,300,5.88,17.65,29,21,8,11,20,17,12,0,2,15.25,15.56,20.2,19.5,0.47,0.12,0.42,0.66,0.14,0.04,0.16,148,6.04,0.49,2.77,0.14,0.17,0.15,0.13,0.29,0.02,0.08,0.07,0.04,5.0,0.35,0.92,11,5,14,0,4,2,11,11,0,3,0,0,6,2
4.82,7,3,6,2,3,11,248,7.82,22.55,18,13,5,5,18,20,11,2,0,18.7,17.76,23.31,24.3,0.43,0.09,0.32,0.69,0.07,0.05,0.18,96,4.31,0.39,2.11,0.12,0.09,0.13,0.08,0.21,0.06,0.04,0.04,0.04,3.25,0.37,0.58,0,8,4,0,4,10,7,5,0,0,3,0,6,0
4.11,7,2,4,5,12,19,297,4.11,15.63,32,20,12,5,3,14,17,3,5,12.11,12.16,16.25,16.17,0.45,0.13,0.22,0.75,0.08,0.02,0.15,151,6.2,0.51,3.53,0.24,0.13,0.16,0.12,0.28,0.07,0.09,0.06,0.0,4.25,0.29,0.59,19,8,8,0,6,5,15,11,2,0,1,0,6,0
4.86,6,4,4,0,2,7,172,6.57,24.57,13,12,1,4,16,8,6,4,0,21.83,20.32,26.41,27.33,0.39,0.15,0.34,0.7,0.12,0.02,0.17,94,5.07,0.55,2.74,0.24,0.14,0.13,0.07,0.21,0.0,0.16,0.03,0.0,4.25,0.29,0.47,4,0,5,1,5,1,6,5,1,0,0,0,6,1
4.64,8,2,2,1,5,11,251,5.91,22.82,19,11,8,1,15,12,17,2,0,21.2,25.8,30.58,25.9,0.37,0.11,0.31,0.59,0.09,0.02,0.29,102,4.55,0.41,2.62,0.18,0.08,0.12,0.08,0.2,0.04,0.09,0.02,0.02,4.0,0.43,0.67,8,1,3,0,7,7,6,7,0,0,3,0,6,0
4.58,7,1,5,4,4,12,266,4.83,22.17,22,15,7,3,17,14,19,1,4,18.36,17.14,23.19,25.18,0.48,0.1,0.29,0.68,0.1,0.02,0.2,135,5.85,0.51,2.89,0.16,0.17,0.16,0.09,0.24,0.04,0.15,0.15,0.09,4.5,0.21,0.79,13,2,5,0,5,8,18,7,1,1,0,0,6,1
4.25,6,2,2,4,1,8,152,5.25,19.0,14,9,5,6,7,7,7,1,0,17.0,18.36,21.75,21.29,0.43,0.15,0.18,0.61,0.11,0.05,0.24,69,3.96,0.45,1.83,0.15,0.09,0.12,0.15,0.28,0.11,0.0,0.0,0.04,1.5,0.53,0.4,4,1,1,0,2,1,7,3,0,0,2,0,5,0
5.67,11,3,4,0,7,12,272,7.42,22.67,24,19,5,5,20,12,20,1,2,18.18,17.77,24.77,25.27,0.52,0.07,0.25,0.75,0.16,0.04,0.06,148,6.35,0.54,3.75,0.21,0.17,0.15,0.11,0.26,0.07,0.04,0.08,0.04,4.75,0.34,0.53,14,6,8,0,4,6,14,5,2,1,2,0,6,0
4.47,8,1,5,6,4,17,284,4.06,16.71,33,24,9,4,19,6,18,1,3,14.5,14.53,19.33,19.19,0.45,0.04,0.35,0.77,0.14,0.02,0.07,118,4.95,0.42,2.59,0.17,0.12,0.1,0.06,0.16,0.05,0.05,0.06,0.02,2.5,0.56,0.42,10,4,9,0,3,2,8,22,5,3,1,0,6,0
5.17,8,3,4,0,2,6,206,10.33,34.33,13,11,2,7,16,19,13,3,0,35.2,38.2,46.1,43.2,0.39,0.21,0.2,0.65,0.09,0.01,0.25,82,4.04,0.4,2.04,0.12,0.11,0.12,0.06,0.19,0.0,0.14,0.0,0.0,3.25,0.17,1.0,5,0,0,0,5,6,6,6,1,1,3,0,6,0
5.06,9,2,1,9,3,16,348,4.5,21.75,30,19,11,9,17,19,26,5,5,17.53,18.44,24.88,23.4,0.45,0.08,0.34,0.75,0.1,0.05,0.1,156,5.91,0.45,3.44,0.19,0.15,0.17,0.08,0.26,0.14,0.15,0.07,0.05,4.5,0.29,0.63,21,4,10,0,7,4,23,12,3,3,1,0,6,1
4.64,6,3,2,1,6,11,271,7.09,24.64,17,11,6,10,23,18,13,3,0,17.9,17.04,23.56,24.0,0.44,0.15,0.16,0.58,0.07,0.01,0.33,128,5.5,0.47,2.21,0.12,0.16,0.13,0.08,0.22,0.01,0.0,0.0,0.04,5.25,0.5,0.35,1,0,16,0,7,0,10,2,0,3,2,1,6,0
4.62,8,2,2,2,5,8,197,7.25,24.62,17,9,8,0,10,10,8,2,1,21.71,22.8,28.64,26.86,0.38,0.33,0.18,0.59,0.06,0.03,0.33,92,4.63,0.47,2.3,0.17,0.12,0.11,0.08,0.19,0.05,0.02,0.02,0.02,3.75,0.62,0.69,5,1,13,0,4,3,10,2,0,1,1,0,8,0
4.06,7,2,6,3,9,17,291,4.18,17.12,34,23,11,7,11,10,16,4,3,14.44,13.93,18.12,18.38,0.46,0.11,0.36,0.7,0.09,0.02,0.19,149,6.18,0.51,3.59,0.22,0.15,0.16,0.1,0.26,0.0,0.06,0.04,0.03,5.0,0.51,0.51,14,0,15,1,3,9,16,13,3,1,1,0,8,0
4.0,7,3,2,1,0,10,177,5.3,17.7,14,14,0,5,13,12,9,2,0,12.11,15.66,21.07,17.11,0.44,0.12,0.0,0.6,0.1,0.04,0.27,75,3.99,0.42,1.92,0.12,0.14,0.12,0.06,0.18,0.0,0.0,0.0,0.0,4.0,0.45,1.09,3,0,9,0,6,0,2,4,0,2,1,0,8,0
4.8,7,3,5,2,11,15,303,5.07,20.2,32,17,15,4,9,15,20,1,5,15.21,16.13,22.36,21.71,0.47,0.07,0.0,0.7,0.11,0.02,0.16,126,5.12,0.42,2.84,0.18,0.13,0.12,0.07,0.19,0.04,0.08,0.04,0.03,2.75,0.33,0.57,27,1,0,0,5,13,23,8,1,3,1,0,8,0
4.0,7,0,2,6,3,19,307,5.0,16.16,28,19,9,10,17,21,17,0,3,12.61,12.96,17.48,17.56,0.45,0.12,0.13,0.66,0.1,0.05,0.19,144,5.81,0.47,3.1,0.18,0.16,0.13,0.06,0.19,0.01,0.11,0.19,0.03,3.25,0.63,0.33,7,2,7,0,2,3,17,5,2,3,1,0,6,2
5.23,8,0,2,1,7,13,353,6.46,27.15,31,23,8,11,30,17,25,2,0,21.83,21.42,28.7,29.17,0.46,0.11,0.25,0.72,0.08,0.08,0.12,155,5.83,0.44,3.57,0.18,0.15,0.12,0.04,0.16,0.01,0.09,0.13,0.03,5.25,0.45,0.55,9,4,10,0,7,12,15,4,3,2,2,0,7,0
4.0,6,2,2,0,4,10,165,6.6,16.5,16,12,4,4,14,4,13,1,0,11.89,12.44,15.9,14.67,0.44,0.25,0.0,0.59,0.05,0.01,0.34,74,4.07,0.45,1.57,0.11,0.11,0.14,0.07,0.21,0.03,0.03,0.03,0.0,4.25,0.77,0.46,0,1,10,0,1,4,8,0,0,0,1,0,6,0
3.07,5,2,1,1,1,14,191,7.57,13.64,16,14,2,3,19,10,12,1,0,12.0,11.71,15.28,15.23,0.42,0.31,0.0,0.59,0.06,0.02,0.33,92,4.71,0.48,1.57,0.09,0.13,0.15,0.09,0.24,0.05,0.05,0.05,0.03,1.0,0.6,1.0,0,0,7,0,4,2,6,6,1,0,1,2,6,0
4.0,8,1,3,1,9,20,323,3.7,16.15,35,28,7,8,10,8,17,0,2,13.47,15.09,19.1,17.21,0.43,0.14,0.12,0.74,0.09,0.01,0.16,152,5.98,0.47,2.79,0.16,0.15,0.14,0.08,0.22,0.02,0.06,0.05,0.06,3.75,0.29,0.82,19,6,15,0,2,10,10,10,1,2,2,0,6,2
3.93,6,2,1,0,2,15,194,4.87,12.93,14,13,1,10,16,11,18,0,0,10.93,10.8,14.42,14.29,0.48,0.28,0.0,0.49,0.08,0.06,0.38,95,4.82,0.49,2.4,0.15,0.12,0.13,0.12,0.24,0.02,0.08,0.02,0.0,4.25,0.47,0.35,2,2,7,0,5,1,3,1,0,0,0,3,6,0
4.64,5,4,1,2,1,11,222,5.45,20.18,17,14,3,5,15,20,8,1,0,15.9,16.01,21.05,20.9,0.41,0.13,0.32,0.66,0.06,0.02,0.26,104,4.94,0.47,2.43,0.17,0.09,0.11,0.11,0.22,0.0,0.0,0.03,0.03,3.0,0.68,0.21,2,0,12,0,4,0,13,0,0,2,4,0,8,0
4.85,8,3,6,1,7,13,291,6.15,22.38,22,13,9,9,20,16,13,2,1,18.5,19.42,24.67,23.58,0.43,0.09,0.13,0.72,0.08,0.02,0.18,114,4.73,0.39,2.89,0.18,0.1,0.1,0.07,0.17,0.04,0.02,0.1,0.0,5.5,0.45,0.31,4,6,9,0,5,6,13,8,1,6,1,0,8,1
3.85,8,3,2,0,2,13,220,4.85,16.92,21,19,2,4,9,18,4,1,1,12.92,13.81,18.18,17.75,0.42,0.09,0.15,0.7,0.1,0.05,0.16,84,4.0,0.38,2.26,0.16,0.1,0.07,0.12,0.18,0.06,0.08,0.02,0.02,2.75,0.45,0.55,7,3,2,0,2,11,12,12,4,0,2,0,7,0
5.12,10,3,9,4,6,17,371,6.41,21.82,32,23,9,6,23,19,17,4,8,18.06,18.88,24.95,24.0,0.45,0.1,0.22,0.75,0.12,0.04,0.09,141,5.18,0.38,3.53,0.19,0.11,0.1,0.1,0.19,0.05,0.07,0.04,0.07,4.75,0.24,0.71,20,9,8,1,8,3,25,12,3,5,5,0,6,0
5.32,12,3,6,5,12,19,447,7.95,23.53,49,30,19,16,19,16,32,2,3,21.72,21.35,27.79,28.17,0.47,0.08,0.39,0.71,0.14,0.03,0.12,202,6.76,0.45,3.98,0.2,0.14,0.13,0.1,0.23,0.01,0.03,0.06,0.05,4.5,0.36,0.62,23,5,14,0,8,1,16,12,5,9,8,0,6,1
6.2,12,2,5,5,3,10,285,6.9,28.5,21,15,6,2,17,11,32,3,0,28.33,26.25,32.0,33.0,0.44,0.14,0.0,0.62,0.07,0.02,0.28,107,4.48,0.38,1.46,0.06,0.08,0.14,0.14,0.28,0.07,0.04,0.03,0.01,2.75,0.27,1.13,0,1,11,0,10,0,11,1,0,0,8,0,6,0
5.23,10,2,2,5,4,13,290,3.85,22.31,28,21,7,12,15,13,14,1,3,17.83,21.75,27.6,23.75,0.43,0.1,0.38,0.76,0.1,0.03,0.11,122,5.07,0.42,2.88,0.19,0.15,0.11,0.06,0.17,0.03,0.13,0.09,0.06,4.25,0.31,0.66,20,1,7,0,3,3,15,6,2,3,4,0,7,2
4.6,7,0,9,10,8,20,394,5.95,19.7,48,33,15,11,14,24,29,5,2,17.63,16.64,20.88,21.79,0.49,0.07,0.32,0.79,0.08,0.02,0.11,152,5.41,0.39,3.37,0.17,0.1,0.14,0.07,0.21,0.04,0.01,0.04,0.01,2.0,0.49,0.62,13,2,9,1,8,4,7,17,3,4,2,0,6,0
4.3,9,0,7,2,9,23,441,5.39,19.17,47,36,11,4,22,21,17,2,5,15.95,16.05,21.56,21.09,0.43,0.11,0.28,0.73,0.11,0.02,0.14,162,5.45,0.37,3.84,0.22,0.1,0.1,0.09,0.19,0.07,0.05,0.04,0.03,4.25,0.3,0.63,38,3,12,0,5,3,37,5,0,4,3,0,6,1
4.56,8,2,2,3,5,16,330,5.5,20.62,27,19,8,8,28,19,18,2,1,16.47,16.62,21.28,20.67,0.41,0.1,0.14,0.61,0.1,0.06,0.22,128,4.98,0.39,2.89,0.15,0.06,0.13,0.14,0.27,0.07,0.01,0.16,0.06,5.25,0.46,0.67,8,3,21,0,2,2,11,6,1,2,4,0,6,2
5.94,10,3,4,5,7,16,421,5.31,26.31,41,28,13,13,19,21,42,7,3,20.13,21.17,28.67,27.6,0.47,0.16,0.44,0.7,0.12,0.02,0.16,182,6.27,0.43,3.27,0.15,0.13,0.17,0.1,0.26,0.06,0.07,0.08,0.01,3.0,0.38,0.69,12,1,10,0,17,10,33,13,3,4,4,0,6,0
4.57,9,1,4,0,8,14,307,5.71,21.93,27,21,6,9,14,15,18,0,4,18.54,19.93,25.99,24.15,0.44,0.03,0.0,0.79,0.11,0.01,0.09,141,5.69,0.46,3.18,0.2,0.14,0.19,0.07,0.27,0.0,0.08,0.04,0.02,1.0,0.36,0.44,24,0,2,0,1,2,20,23,4,5,2,0,6,4
4.67,7,3,1,0,3,12,260,11.33,21.67,21,18,3,3,41,6,7,0,0,15.0,16.08,20.05,19.27,0.34,0.13,0.24,0.55,0.1,0.03,0.32,98,4.3,0.38,1.89,0.09,0.1,0.11,0.1,0.21,0.02,0.02,0.0,0.0,2.75,0.89,1.67,2,0,13,0,1,1,13,0,0,0,2,0,6,1
4.0,12,0,2,0,4,5,127,3.0,25.4,18,14,4,2,6,0,6,1,1,35.25,27.27,32.25,40.5,0.42,0.08,0.33,0.78,0.11,0.02,0.09,74,4.64,0.58,2.67,0.3,0.13,0.17,0.08,0.25,0.08,0.0,0.04,0.04,5.0,0.5,0.56,8,0,6,0,1,1,6,2,0,2,3,0,4,1
4.82,8,2,1,2,2,11,216,5.45,19.64,21,18,3,6,14,6,12,0,1,15.5,16.87,21.22,19.6,0.44,0.12,0.29,0.69,0.09,0.03,0.19,112,5.39,0.52,2.21,0.16,0.14,0.15,0.09,0.24,0.02,0.02,0.02,0.05,3.25,0.43,0.48,8,2,7,0,1,6,10,3,0,0,2,0,6,3
4.0,6,2,1,0,0,9,191,6.78,21.22,11,11,0,6,18,15,14,1,0,19.12,18.42,23.86,24.5,0.4,0.13,0.25,0.64,0.08,0.04,0.24,89,4.55,0.47,2.0,0.1,0.11,0.18,0.09,0.27,0.02,0.05,0.1,0.07,2.75,0.75,0.62,1,0,8,0,1,0,9,2,0,3,1,0,6,0
5.31,12,2,7,2,5,13,312,5.77,24.0,28,20,8,2,17,17,23,2,8,21.75,20.76,27.47,28.58,0.48,0.07,0.51,0.76,0.1,0.02,0.12,153,6.12,0.49,3.18,0.17,0.14,0.17,0.11,0.29,0.09,0.07,0.09,0.11,2.25,0.39,0.61,18,1,10,0,3,4,11,8,0,2,3,0,7,0
5.19,11,3,10,5,7,16,419,5.25,26.19,36,23,13,10,23,21,14,6,4,24.33,26.91,33.12,29.8,0.44,0.17,0.38,0.67,0.1,0.05,0.19,167,5.77,0.4,2.62,0.11,0.13,0.12,0.12,0.24,0.1,0.05,0.08,0.11,5.5,0.44,0.81,13,3,14,0,6,3,25,17,3,3,3,0,6,3
4.44,8,2,2,3,7,16,311,4.62,19.44,31,19,12,7,21,15,14,1,3,14.2,15.66,21.45,19.73,0.41,0.03,0.0,0.82,0.12,0.02,0.04,118,4.73,0.38,2.83,0.18,0.11,0.09,0.09,0.18,0.06,0.12,0.03,0.03,2.25,0.33,0.61,19,2,9,0,1,4,5,6,6,7,2,0,6,2
4.94,9,2,9,1,4,17,357,5.94,21.0,23,22,1,5,25,16,15,10,0,17.44,16.62,21.81,23.12,0.43,0.1,0.26,0.72,0.05,0.01,0.22,105,3.93,0.29,1.42,0.07,0.07,0.07,0.07,0.14,0.02,0.0,0.04,0.02,4.25,0.53,0.27,2,1,9,0,7,9,18,12,0,3,3,0,6,2
6.29,9,5,4,0,6,7,223,6.0,31.86,17,10,7,11,15,11,11,2,1,23.5,24.11,34.66,34.0,0.48,0.12,0.17,0.74,0.07,0.02,0.17,96,4.55,0.43,1.37,0.08,0.13,0.11,0.08,0.2,0.02,0.02,0.05,0.05,3.5,0.47,0.53,4,2,10,0,1,0,23,5,1,0,3,0,6,0
5.29,7,3,3,1,2,7,195,5.29,27.86,12,9,3,1,11,21,13,2,0,21.33,21.59,27.62,27.0,0.41,0.18,0.2,0.68,0.06,0.02,0.25,78,3.95,0.4,1.84,0.11,0.1,0.09,0.13,0.22,0.0,0.27,0.08,0.03,3.25,0.5,0.58,2,2,2,0,3,5,18,5,1,0,3,0,6,0
3.53,7,0,4,2,1,15,285,8.6,19.0,21,18,3,3,13,9,13,0,2,17.43,16.94,19.9,20.5,0.43,0.16,0.3,0.67,0.04,0.01,0.28,107,4.48,0.38,2.56,0.14,0.08,0.12,0.11,0.24,0.04,0.02,0.05,0.02,2.0,0.14,0.91,11,6,6,0,3,8,4,6,0,0,4,2,6,0
6.67,10,4,2,1,6,6,192,4.67,32.0,8,3,5,4,13,16,16,1,0,24.8,28.52,35.92,30.2,0.41,0.13,0.38,0.58,0.09,0.04,0.29,80,4.08,0.42,1.89,0.13,0.1,0.16,0.05,0.22,0.1,0.05,0.05,0.02,4.0,0.21,0.43,1,1,5,0,8,0,9,10,2,0,5,0,6,1
7.1,14,2,3,5,4,10,325,4.5,32.5,35,26,9,11,11,17,16,2,5,32.11,32.22,40.41,39.22,0.42,0.08,0.21,0.85,0.11,0.02,0.02,141,5.53,0.43,3.37,0.24,0.14,0.12,0.07,0.18,0.02,0.11,0.02,0.07,5.0,0.22,0.69,32,3,10,0,6,5,21,11,2,5,1,0,6,0
3.7,6,2,1,1,2,10,205,9.1,20.5,18,15,3,4,19,9,12,0,0,15.22,15.91,20.47,20.11,0.33,0.15,0.27,0.55,0.09,0.05,0.3,98,4.84,0.48,1.6,0.09,0.11,0.19,0.19,0.39,0.05,0.0,0.08,0.02,2.25,0.86,1.86,1,0,12,0,1,0,10,7,1,1,2,0,6,0
3.43,6,0,5,2,5,23,365,5.04,15.87,41,32,9,10,15,22,24,2,5,13.14,12.64,16.6,17.68,0.47,0.09,0.34,0.74,0.1,0.01,0.16,165,6.11,0.45,3.8,0.2,0.13,0.16,0.07,0.24,0.06,0.13,0.02,0.05,4.25,0.38,0.8,20,0,13,0,9,10,17,7,1,4,2,0,7,1
5.86,13,3,8,2,9,14,323,5.5,23.07,30,16,14,9,12,12,22,4,6,23.08,24.97,30.2,27.85,0.5,0.05,0.11,0.78,0.08,0.02,0.12,125,4.92,0.39,2.49,0.14,0.08,0.12,0.11,0.22,0.1,0.04,0.11,0.02,2.75,0.33,0.46,19,2,9,0,5,6,22,8,3,8,1,0,6,1
4.0,7,0,12,1,5,16,316,3.25,19.75,35,27,8,6,11,6,15,2,8,15.47,18.1,23.12,20.07,0.44,0.03,0.11,0.75,0.09,0.02,0.14,126,5.01,0.4,3.09,0.2,0.11,0.11,0.09,0.21,0.08,0.08,0.05,0.02,2.5,0.39,0.49,23,0,10,1,2,2,23,11,4,2,3,0,6,7
3.68,7,1,6,2,4,19,318,5.32,16.74,34,28,6,6,15,10,19,4,1,14.67,14.75,18.84,19.0,0.44,0.13,0.57,0.73,0.11,0.03,0.13,153,6.07,0.48,3.79,0.23,0.12,0.16,0.12,0.28,0.02,0.03,0.02,0.05,4.25,0.34,0.63,15,4,9,0,7,4,19,0,0,3,3,0,6,0
5.25,8,2,4,1,3,8,177,5.5,22.12,14,9,5,5,14,10,5,2,0,21.14,21.93,28.16,25.86,0.39,0.12,0.2,0.72,0.07,0.03,0.18,87,4.62,0.49,1.37,0.1,0.13,0.09,0.06,0.14,0.0,0.0,0.05,0.05,2.0,0.54,0.54,1,1,6,0,3,5,6,1,0,0,2,0,6,1
5.6,10,4,5,9,7,15,342,7.13,22.8,30,11,19,7,23,16,24,4,4,17.43,17.86,24.61,23.5,0.5,0.13,0.67,0.69,0.13,0.06,0.12,163,6.23,0.48,4.02,0.21,0.15,0.14,0.08,0.22,0.09,0.05,0.05,0.12,5.5,0.32,0.62,22,4,7,0,7,11,21,13,2,6,2,0,7,1
6.62,12,4,5,2,11,8,253,7.75,31.62,24,10,14,7,8,14,21,3,3,22.57,21.38,31.33,32.71,0.48,0.12,0.47,0.69,0.12,0.07,0.12,147,6.53,0.58,3.77,0.26,0.17,0.18,0.08,0.26,0.03,0.05,0.05,0.05,7.0,0.31,0.47,13,7,6,0,7,3,18,10,2,0,1,0,7,1
5.45,8,3,9,7,6,11,296,6.55,26.91,28,15,13,8,17,12,17,1,6,19.2,22.4,30.18,26.5,0.44,0.1,0.39,0.74,0.09,0.03,0.14,146,6.0,0.49,3.15,0.19,0.14,0.16,0.1,0.26,0.08,0.05,0.03,0.02,4.5,0.38,0.62,12,3,14,0,3,3,14,10,1,4,5,0,6,0
4.33,7,2,2,4,5,15,315,6.53,21.0,35,25,10,8,19,12,25,1,0,18.29,17.25,22.18,22.93,0.42,0.08,0.28,0.77,0.08,0.02,0.14,137,5.46,0.43,2.69,0.14,0.1,0.17,0.12,0.29,0.03,0.17,0.1,0.03,3.25,0.52,0.96,7,3,12,0,4,5,14,14,3,3,2,0,6,2
4.4,8,1,2,4,3,20,362,5.45,18.1,37,31,6,8,23,16,19,1,2,14.58,14.68,19.38,19.95,0.46,0.05,0.11,0.8,0.08,0.03,0.09,151,5.61,0.42,2.91,0.16,0.14,0.1,0.07,0.17,0.03,0.08,0.06,0.03,1.5,0.49,0.51,18,4,13,0,6,2,16,24,5,7,2,0,7,1
4.67,6,3,2,4,2,9,203,12.56,22.56,17,12,5,1,15,6,18,3,1,19.62,18.31,23.48,25.0,0.45,0.2,0.2,0.63,0.1,0.03,0.24,95,4.71,0.47,2.45,0.13,0.11,0.13,0.12,0.25,0.05,0.22,0.1,0.0,4.75,0.5,1.08,3,1,8,0,3,1,21,2,0,0,3,0,6,0
4.5,6,2,4,4,4,10,194,3.8,19.4,18,12,6,4,6,10,11,1,3,17.0,16.83,21.61,21.44,0.44,0.15,0.41,0.65,0.08,0.06,0.21,97,4.92,0.5,2.72,0.23,0.15,0.1,0.06,0.16,0.18,0.02,0.02,0.04,5.25,0.22,0.44,10,4,13,0,6,0,7,9,3,1,3,0,6,1
7.92,12,5,9,8,9,12,396,6.0,33.0,31,13,18,21,21,18,34,6,4,25.36,29.36,38.88,34.91,0.51,0.09,0.0,0.71,0.13,0.05,0.12,195,6.93,0.49,3.47,0.17,0.19,0.18,0.04,0.22,0.06,0.15,0.05,0.11,4.0,0.33,0.4,23,5,6,0,8,6,30,8,1,3,2,0,5,0
4.48,10,1,1,2,5,21,439,7.33,20.9,30,24,6,11,26,29,5,0,0,18.15,19.13,25.1,23.8,0.17,0.18,1.13,0.65,0.09,0.02,0.24,210,7.09,0.48,3.39,0.32,0.07,0.12,0.11,0.22,0.0,0.0,0.0,0.0,6.25,0.32,1.12,9,1,11,0,13,6,23,13,4,2,9,0,6,0
4.44,7,2,5,7,6,18,356,5.78,19.78,35,21,14,0,20,23,16,3,10,15.76,15.12,20.75,21.24,0.41,0.12,0.36,0.74,0.09,0.04,0.13,158,5.92,0.44,3.35,0.19,0.13,0.14,0.12,0.26,0.01,0.07,0.05,0.01,4.0,0.14,1.06,25,5,8,0,7,5,19,8,2,6,0,0,7,0
5.33,8,2,4,5,7,12,293,6.0,24.42,29,16,13,3,23,9,18,3,1,21.36,20.36,26.4,26.91,0.48,0.08,0.12,0.77,0.1,0.05,0.09,137,5.66,0.47,3.2,0.19,0.14,0.13,0.12,0.25,0.04,0.1,0.08,0.01,2.5,0.39,0.55,7,10,14,0,5,0,14,6,2,4,1,0,7,1
6.71,11,3,5,1,6,7,235,3.57,33.57,13,6,7,10,18,20,21,3,1,29.17,34.06,40.83,33.5,0.43,0.14,0.9,0.54,0.11,0.08,0.27,95,4.38,0.4,2.86,0.19,0.07,0.14,0.08,0.22,0.06,0.03,0.05,0.02,5.75,0.41,0.32,6,4,2,1,5,0,12,2,0,0,4,0,6,0
6.17,14,3,7,6,13,12,362,6.0,30.17,37,19,18,7,12,15,27,4,3,25.55,26.65,35.53,33.45,0.5,0.09,0.21,0.76,0.12,0.03,0.09,173,6.43,0.48,3.2,0.17,0.13,0.15,0.12,0.27,0.04,0.09,0.09,0.03,4.25,0.34,0.49,17,5,13,0,11,6,12,7,1,3,4,0,7,2
6.17,9,4,2,0,5,6,213,6.5,35.5,11,7,4,6,22,19,14,1,0,30.6,31.44,39.72,37.6,0.38,0.14,0.19,0.54,0.15,0.06,0.25,93,4.51,0.44,2.08,0.14,0.1,0.15,0.11,0.26,0.04,0.02,0.02,0.0,4.25,0.64,0.21,1,3,3,0,2,5,9,1,0,0,5,0,7,0
4.12,5,3,1,0,4,8,193,11.75,24.12,18,14,4,7,13,11,14,1,0,25.0,22.19,26.93,30.0,0.37,0.15,0.43,0.53,0.12,0.03,0.32,102,5.19,0.53,1.92,0.12,0.13,0.21,0.14,0.35,0.1,0.02,0.1,0.05,2.25,0.45,1.18,2,0,16,0,4,0,10,2,1,2,1,0,7,1
4.14,5,2,1,3,2,7,188,4.86,26.86,15,10,5,5,13,11,7,1,0,20.33,21.66,27.55,27.33,0.37,0.11,0.37,0.56,0.1,0.03,0.32,91,4.69,0.48,2.01,0.16,0.12,0.14,0.1,0.24,0.07,0.03,0.1,0.03,2.75,0.53,0.47,4,0,7,0,3,3,3,2,1,0,3,0,6,0
4.83,8,2,3,0,2,6,171,9.0,28.5,15,13,2,2,9,11,11,3,0,27.0,26.41,33.38,33.4,0.39,0.15,0.21,0.67,0.05,0.02,0.26,79,4.27,0.46,1.92,0.14,0.12,0.14,0.08,0.21,0.0,0.05,0.05,0.0,1.75,0.55,0.82,1,0,8,0,3,5,11,0,0,0,3,0,8,1
5.29,8,3,8,4,10,14,351,6.29,25.07,38,24,14,7,14,18,19,2,8,18.31,17.77,24.53,25.08,0.47,0.11,0.43,0.7,0.15,0.03,0.12,166,6.27,0.47,3.45,0.2,0.15,0.12,0.13,0.25,0.03,0.14,0.12,0.05,2.75,0.28,0.67,24,5,8,1,4,19,20,6,1,3,2,0,6,1
5.3,12,2,6,4,4,10,221,12.6,22.1,16,10,6,7,14,10,11,3,3,18.78,18.51,23.25,24.22,0.43,0.16,0.0,0.7,0.07,0.04,0.19,101,4.8,0.46,2.43,0.16,0.15,0.11,0.04,0.16,0.02,0.0,0.0,0.02,5.25,0.42,0.42,3,5,6,0,1,2,6,3,0,5,5,1,6,1
5.0,8,0,6,4,10,16,356,5.25,22.25,30,15,15,8,13,14,30,2,5,17.2,19.49,25.59,23.13,0.48,0.05,0.12,0.78,0.08,0.02,0.12,146,5.47,0.41,2.56,0.13,0.1,0.16,0.1,0.26,0.07,0.06,0.04,0.03,4.25,0.35,0.51,19,3,16,0,3,2,19,9,4,7,3,0,7,5
4.1,6,3,1,1,1,10,183,8.0,18.3,15,12,3,6,22,12,8,2,0,14.67,14.13,18.79,20.0,0.34,0.21,0.39,0.57,0.09,0.06,0.28,71,3.71,0.39,2.16,0.18,0.11,0.1,0.08,0.18,0.03,0.0,0.0,0.0,3.75,0.62,0.62,2,2,13,0,2,0,7,3,1,0,1,0,6,1
4.4,6,3,1,1,4,5,102,6.0,20.4,8,4,4,3,10,4,5,1,0,18.25,16.62,21.19,23.0,0.48,0.16,0.45,0.59,0.09,0.0,0.32,56,3.92,0.55,1.79,0.16,0.16,0.1,0.08,0.18,0.0,0.05,0.0,0.05,2.75,0.5,0.3,0,3,2,0,1,4,7,0,0,0,4,0,6,1
