av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,corrected_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,corrected_ttr,lv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,million_mistake,class,sum_punct
4.12,8,2,2,2,5,16,301,7.5,18.81,32,23,9,8,15,11,14,2,1,16.47,18.14,23.34,21.13,0.45,0.12,0.36,0.71,0.09,0.03,0.16,141,5.75,0.47,2.79,0.17,0.13,0.11,0.13,0.24,0.0,0.03,0.03,0.03,3.25,0.41,0.53,14,3,12,0,0,5,11,13,2,1,2,0,6,1
4.0,6,3,0,0,3,6,166,9.0,27.67,11,8,3,6,8,13,5,1,0,23.6,25.16,29.83,28.2,0.34,0.21,0.0,0.64,0.04,0.02,0.3,77,4.23,0.46,1.6,0.11,0.13,0.12,0.18,0.3,0.05,0.0,0.14,0.19,1.5,0.29,1.86,4,0,6,0,5,2,4,5,0,0,2,0,6,0
4.71,7,2,6,8,7,17,369,7.29,21.71,38,23,15,14,16,18,15,2,4,18.81,18.89,24.44,24.12,0.45,0.1,0.42,0.72,0.09,0.03,0.17,172,6.33,0.47,3.69,0.21,0.15,0.1,0.12,0.22,0.07,0.04,0.03,0.03,4.0,0.38,0.58,20,6,10,0,7,8,21,6,2,3,5,0,6,0
5.67,9,3,3,6,6,12,309,7.33,25.75,30,16,14,8,10,15,13,3,2,18.91,20.11,26.99,24.09,0.43,0.06,0.24,0.75,0.1,0.02,0.13,140,5.63,0.45,3.06,0.2,0.14,0.11,0.12,0.23,0.02,0.05,0.06,0.03,2.75,0.39,0.58,21,1,13,0,5,2,15,10,2,6,1,0,6,3
4.5,10,2,3,1,1,14,277,2.5,19.79,35,32,3,12,19,9,17,0,1,20.23,18.83,23.56,25.08,0.48,0.16,0.38,0.79,0.04,0.02,0.15,119,5.06,0.43,2.54,0.15,0.14,0.1,0.09,0.19,0.04,0.06,0.02,0.02,1.75,0.74,0.39,8,0,7,0,0,3,11,18,2,5,7,0,6,2
4.22,7,3,4,0,3,9,209,4.56,23.22,15,13,2,5,7,16,4,4,0,20.75,19.52,23.12,24.5,0.4,0.12,0.3,0.67,0.06,0.02,0.25,104,5.09,0.5,2.71,0.22,0.11,0.07,0.14,0.22,0.06,0.0,0.03,0.06,6.25,0.32,0.41,8,3,11,0,4,0,6,9,1,1,5,0,6,2
5.11,7,4,7,2,1,9,216,6.44,24.0,15,11,4,8,11,10,8,4,0,18.12,20.27,26.25,23.88,0.44,0.14,0.0,0.65,0.11,0.03,0.21,110,5.29,0.51,2.69,0.18,0.14,0.08,0.15,0.23,0.05,0.12,0.11,0.0,6.5,0.45,0.4,3,1,5,0,4,4,14,7,2,3,1,1,7,0
5.43,7,3,1,2,2,7,188,6.57,26.86,14,10,4,2,16,13,15,1,1,22.17,20.02,26.98,28.17,0.47,0.26,0.2,0.64,0.12,0.04,0.2,85,4.38,0.45,2.04,0.11,0.13,0.15,0.04,0.19,0.1,0.05,0.05,0.0,3.5,0.75,0.58,2,1,11,0,2,0,3,0,0,0,6,0,7,1
3.75,6,2,7,3,10,20,345,6.05,17.25,40,26,14,8,12,11,18,2,4,14.37,15.49,20.02,18.74,0.45,0.1,0.53,0.75,0.09,0.02,0.14,152,5.79,0.44,3.2,0.19,0.14,0.11,0.1,0.21,0.04,0.08,0.06,0.04,4.75,0.3,0.73,18,11,12,0,5,3,16,5,2,3,2,0,6,0
3.8,4,3,5,3,0,10,197,5.2,19.7,12,10,2,3,15,10,9,5,0,15.11,16.52,20.77,18.33,0.41,0.15,0.35,0.58,0.08,0.03,0.31,100,5.04,0.51,2.12,0.15,0.14,0.15,0.12,0.27,0.04,0.04,0.02,0.16,3.5,0.38,0.44,3,1,6,0,7,2,3,2,0,1,4,0,6,1
3.67,6,2,4,1,3,12,227,5.17,18.92,22,18,4,3,10,10,10,2,0,16.73,17.56,21.42,20.36,0.42,0.19,0.16,0.62,0.05,0.02,0.31,95,4.46,0.42,2.21,0.15,0.11,0.1,0.11,0.22,0.0,0.04,0.0,0.08,3.0,0.6,0.5,4,1,1,0,3,13,8,3,1,1,5,0,6,0
4.45,8,3,1,2,3,11,256,10.36,23.27,23,20,3,2,23,11,15,1,1,20.0,24.26,29.38,25.4,0.42,0.17,0.0,0.68,0.03,0.05,0.23,119,5.26,0.46,2.19,0.11,0.11,0.14,0.19,0.33,0.17,0.1,0.14,0.0,3.25,0.53,1.13,6,0,16,0,3,1,12,11,1,0,8,0,7,0
4.88,8,2,3,1,3,8,182,3.25,22.75,14,12,2,0,14,13,13,3,1,22.71,22.08,27.14,27.14,0.43,0.14,0.18,0.69,0.08,0.02,0.21,87,4.56,0.48,2.19,0.15,0.1,0.13,0.12,0.24,0.1,0.0,0.02,0.0,3.75,0.27,0.87,3,1,8,0,10,1,4,5,0,0,4,0,6,0
3.8,5,3,0,0,2,10,194,6.2,19.4,13,12,1,6,10,13,6,0,0,13.44,14.62,19.46,19.0,0.42,0.05,0.0,0.65,0.14,0.03,0.18,87,4.42,0.45,1.96,0.12,0.1,0.11,0.11,0.22,0.04,0.19,0.0,0.0,2.75,0.77,0.23,1,1,2,0,1,8,18,8,1,0,1,0,7,2
4.06,8,0,7,4,7,17,390,5.82,22.94,33,22,11,10,22,23,19,5,1,21.75,21.44,26.39,27.19,0.43,0.12,0.44,0.68,0.08,0.04,0.19,157,5.62,0.4,2.76,0.15,0.13,0.11,0.12,0.23,0.03,0.1,0.1,0.03,5.5,0.2,0.88,16,8,2,0,16,12,12,21,7,2,3,0,6,3
4.25,6,3,2,7,0,12,224,5.92,18.67,28,21,7,6,11,12,16,4,1,12.45,12.05,17.54,18.0,0.47,0.06,0.0,0.79,0.11,0.11,-0.01,91,4.3,0.41,2.21,0.14,0.13,0.11,0.08,0.19,0.14,0.03,0.03,0.22,4.0,0.48,0.74,2,3,9,0,7,3,16,7,1,2,0,0,4,0
4.18,6,3,2,1,2,11,232,7.64,21.09,14,11,3,1,14,15,6,2,0,16.3,17.1,20.92,19.6,0.31,0.04,0.16,0.66,0.02,0.01,0.31,82,3.81,0.35,2.11,0.18,0.06,0.08,0.07,0.15,0.12,0.08,0.04,0.04,4.0,0.32,0.42,6,3,10,0,3,3,6,1,0,1,9,0,6,0
3.42,6,2,4,1,1,12,213,4.17,17.75,18,16,2,6,12,14,7,6,0,14.0,17.19,21.25,17.64,0.35,0.28,0.53,0.59,0.07,0.04,0.31,87,4.22,0.41,2.12,0.16,0.12,0.11,0.05,0.16,0.0,0.04,0.0,0.04,1.5,0.38,0.88,0,0,9,0,12,1,3,1,0,2,8,0,6,0
3.12,5,0,2,3,5,17,294,6.29,17.29,28,22,6,6,16,10,8,0,3,13.12,14.49,18.88,17.44,0.38,0.12,0.64,0.71,0.09,0.02,0.18,117,4.82,0.4,3.18,0.22,0.12,0.08,0.1,0.18,0.05,0.16,0.12,0.02,4.75,0.29,0.87,16,9,6,0,5,7,17,14,5,1,3,0,6,0
4.0,7,3,2,0,5,11,204,4.73,18.55,16,11,5,7,14,12,10,1,0,15.3,15.55,19.66,20.1,0.39,0.16,0.62,0.63,0.09,0.04,0.24,100,4.95,0.49,2.78,0.22,0.13,0.12,0.09,0.21,0.04,0.0,0.12,0.08,3.5,0.1,0.71,12,3,4,0,5,1,6,0,0,0,7,0,6,1
4.47,7,2,9,4,10,17,343,3.65,20.18,32,18,14,2,7,14,15,2,3,16.75,17.51,22.42,21.94,0.47,0.15,0.85,0.7,0.1,0.03,0.17,170,6.49,0.5,3.84,0.22,0.12,0.14,0.14,0.28,0.12,0.06,0.15,0.07,4.25,0.25,0.64,22,11,12,0,5,4,19,6,1,2,5,0,6,2
5.11,7,2,3,4,9,9,252,7.67,28.0,24,11,13,7,17,14,17,2,2,25.38,27.27,34.08,32.12,0.49,0.15,0.26,0.67,0.14,0.03,0.16,106,4.72,0.42,2.76,0.17,0.14,0.1,0.07,0.16,0.04,0.14,0.16,0.05,5.75,0.38,0.59,11,5,7,0,5,3,11,1,2,1,0,0,6,1
3.9,6,2,3,2,2,10,193,5.8,19.3,13,9,4,4,10,15,12,2,1,16.0,18.59,23.92,21.0,0.41,0.11,0.19,0.61,0.12,0.06,0.21,103,5.24,0.53,2.46,0.16,0.15,0.19,0.06,0.25,0.0,0.12,0.04,0.04,4.0,0.5,0.5,4,2,6,0,0,3,7,0,0,0,3,0,5,1
4.91,9,3,2,1,2,11,221,8.45,20.09,21,19,2,4,18,13,19,1,2,15.4,19.33,25.62,21.4,0.52,0.07,0.17,0.77,0.14,0.06,0.04,100,4.76,0.45,2.33,0.12,0.15,0.12,0.07,0.19,0.08,0.08,0.07,0.05,3.5,0.44,1.0,11,2,5,0,0,1,14,23,5,1,1,0,6,1
3.08,5,0,7,0,1,12,232,5.75,19.33,22,21,1,1,15,16,12,5,1,13.91,14.24,18.44,18.36,0.4,0.12,0.17,0.71,0.05,0.0,0.24,85,3.95,0.37,1.5,0.1,0.09,0.1,0.09,0.18,0.04,0.02,0.0,0.12,4.25,0.44,0.89,2,2,10,0,8,2,1,0,0,2,3,0,6,1
3.46,6,2,7,0,3,13,190,5.77,14.62,18,16,2,3,5,9,13,7,0,11.0,11.9,14.86,14.58,0.44,0.12,0.32,0.52,0.09,0.07,0.32,79,4.05,0.42,1.58,0.12,0.12,0.17,0.08,0.25,0.02,0.0,0.12,0.02,3.25,0.4,0.5,2,1,6,0,8,0,7,0,0,0,0,0,6,0
6.0,7,3,9,1,2,7,202,6.43,28.86,15,13,2,6,15,15,7,9,0,23.5,24.15,31.5,32.0,0.45,0.16,0.34,0.65,0.14,0.04,0.17,88,4.38,0.44,1.54,0.1,0.12,0.12,0.09,0.21,0.04,0.02,0.02,0.02,4.25,0.12,0.76,2,0,7,0,12,0,18,5,2,0,1,0,6,1
3.53,6,2,6,0,3,15,216,4.27,14.4,22,19,3,3,8,17,8,3,0,11.36,12.28,15.47,14.71,0.38,0.24,1.01,0.57,0.05,0.03,0.35,101,4.86,0.47,3.03,0.26,0.1,0.13,0.07,0.21,0.08,0.08,0.02,0.04,6.25,0.46,0.5,4,3,11,0,7,2,10,2,0,0,4,1,6,1
5.86,9,3,9,8,11,14,420,7.71,30.0,35,16,19,4,26,16,27,6,4,25.77,25.28,33.58,33.54,0.47,0.1,0.1,0.72,0.15,0.05,0.08,159,5.49,0.38,3.02,0.15,0.11,0.12,0.1,0.21,0.04,0.1,0.12,0.05,4.0,0.3,0.74,27,5,6,0,12,10,19,12,2,4,2,0,6,0
4.5,7,2,0,2,3,8,228,5.12,28.5,19,14,5,5,7,13,6,1,0,26.57,25.69,30.88,31.57,0.31,0.21,0.33,0.63,0.05,0.01,0.31,100,4.68,0.44,2.5,0.21,0.09,0.13,0.11,0.24,0.03,0.03,0.03,0.1,4.0,0.33,1.0,11,1,5,0,5,3,4,5,1,3,5,0,6,0
3.56,5,3,0,0,1,9,194,8.22,21.56,15,14,1,5,10,20,4,0,1,18.38,19.34,23.16,23.0,0.33,0.16,0.21,0.6,0.1,0.03,0.27,78,3.96,0.4,1.71,0.12,0.12,0.08,0.08,0.16,0.14,0.07,0.03,0.07,3.0,0.45,1.64,12,0,2,0,2,0,11,3,1,0,9,0,6,0
4.93,7,2,8,1,12,15,323,5.67,21.53,22,13,9,3,23,16,29,7,0,16.79,15.65,22.35,23.86,0.53,0.08,0.34,0.68,0.14,0.05,0.13,163,6.41,0.5,3.8,0.2,0.16,0.16,0.09,0.24,0.03,0.06,0.05,0.05,5.75,0.25,0.32,13,7,5,1,6,7,21,6,1,6,4,0,6,3
5.07,9,3,9,2,8,14,290,4.43,20.71,19,12,7,4,14,17,24,4,0,17.08,16.22,21.41,24.15,0.49,0.11,0.71,0.67,0.11,0.05,0.17,158,6.56,0.54,3.77,0.23,0.16,0.16,0.08,0.25,0.03,0.14,0.1,0.05,4.75,0.25,0.44,17,9,4,0,7,3,21,5,0,7,0,0,6,1
5.1,11,2,6,2,1,10,197,5.2,19.7,12,10,2,1,20,20,9,3,0,16.0,14.82,20.05,21.0,0.45,0.08,0.35,0.65,0.12,0.06,0.17,96,4.84,0.49,1.94,0.12,0.13,0.1,0.16,0.26,0.05,0.07,0.04,0.04,5.75,0.38,0.44,2,2,4,0,6,0,13,2,0,1,2,0,6,0
5.75,8,4,6,1,3,8,195,6.75,24.38,11,10,1,2,22,11,5,7,0,16.29,15.81,22.96,23.71,0.43,0.13,0.18,0.61,0.15,0.07,0.17,87,4.41,0.45,2.12,0.14,0.17,0.08,0.11,0.19,0.02,0.05,0.07,0.0,6.0,0.25,0.5,2,0,7,0,10,0,13,6,0,0,2,0,6,0
4.64,9,0,5,4,8,14,307,6.86,21.93,27,16,11,8,20,17,21,2,4,17.23,16.7,22.74,23.31,0.49,0.13,0.13,0.69,0.12,0.04,0.15,145,5.85,0.47,2.54,0.13,0.16,0.12,0.11,0.23,0.02,0.07,0.03,0.02,5.75,0.35,0.65,16,2,4,0,4,3,24,10,1,3,2,0,6,2
5.25,7,3,4,2,3,8,188,8.25,23.5,16,11,5,5,15,13,7,5,0,18.71,19.11,24.26,23.29,0.39,0.08,0.18,0.65,0.15,0.06,0.13,76,3.92,0.4,1.77,0.14,0.13,0.12,0.05,0.18,0.0,0.03,0.08,0.0,3.5,0.19,0.88,4,1,7,0,9,0,7,6,1,0,0,0,6,0
6.56,9,3,9,1,2,9,182,6.44,20.22,10,9,1,6,20,12,8,6,0,15.25,15.13,19.53,19.5,0.43,0.06,0.17,0.58,0.14,0.08,0.2,71,3.72,0.39,1.33,0.1,0.09,0.09,0.12,0.21,0.08,0.02,0.12,0.0,4.5,0.28,0.33,1,0,4,0,13,0,15,6,1,0,0,0,6,0
2.8,5,0,1,4,4,15,227,5.53,15.13,23,15,8,4,11,7,14,1,2,12.36,11.71,15.43,16.5,0.46,0.07,0.0,0.74,0.08,0.03,0.15,103,4.83,0.45,3.05,0.21,0.12,0.12,0.05,0.17,0.13,0.04,0.0,0.13,3.75,0.31,0.65,11,5,6,0,2,4,7,16,3,4,2,0,6,0
4.33,5,4,2,0,2,3,65,6.0,21.67,4,2,2,3,3,5,0,2,0,16.5,18.75,24.75,21.5,0.37,0.25,0.53,0.48,0.06,0.08,0.38,41,3.6,0.63,1.6,0.25,0.18,0.0,0.04,0.04,0.06,0.12,0.06,0.0,1.5,0.29,0.43,1,0,2,0,5,0,2,3,0,0,0,0,2,0
5.0,7,2,3,3,3,8,196,6.62,24.5,19,13,6,2,7,14,12,2,1,20.29,20.84,27.05,26.57,0.43,0.19,0.18,0.7,0.05,0.02,0.23,95,4.8,0.48,2.3,0.15,0.14,0.14,0.07,0.21,0.0,0.0,0.06,0.03,4.5,0.44,0.81,6,2,10,0,2,2,4,1,0,3,3,0,6,1
4.24,13,1,7,5,13,21,355,5.1,16.9,35,16,19,5,15,15,20,5,3,14.5,15.67,20.48,19.4,0.45,0.13,0.53,0.69,0.08,0.05,0.19,158,5.93,0.45,3.3,0.19,0.15,0.14,0.06,0.19,0.04,0.08,0.03,0.05,4.25,0.23,0.73,16,11,13,0,12,9,17,10,2,3,1,0,6,3
4.88,7,3,6,3,1,8,176,7.38,22.0,11,9,2,5,15,16,8,8,0,16.57,18.91,24.95,21.86,0.43,0.13,0.18,0.59,0.19,0.05,0.18,75,4.0,0.43,1.28,0.09,0.12,0.11,0.07,0.17,0.0,0.07,0.04,0.0,3.5,0.2,0.53,1,0,2,0,11,6,10,0,0,0,0,0,6,2
5.38,8,3,5,2,1,8,192,6.0,24.0,10,8,2,6,18,13,9,4,1,16.71,16.22,22.85,23.0,0.44,0.12,0.21,0.6,0.12,0.05,0.22,90,4.59,0.47,1.92,0.11,0.15,0.14,0.11,0.25,0.04,0.17,0.08,0.02,3.25,0.45,0.64,2,0,7,0,5,0,12,6,0,0,0,0,6,0
5.06,16,2,6,10,7,17,420,7.53,24.71,44,27,17,9,17,24,18,6,2,19.94,26.85,33.72,26.12,0.45,0.1,0.38,0.7,0.1,0.04,0.16,183,6.31,0.44,4.14,0.23,0.15,0.1,0.07,0.17,0.04,0.09,0.09,0.01,6.0,0.31,0.61,21,4,11,0,14,9,19,13,3,4,3,0,6,0
5.0,10,0,4,2,8,11,281,8.0,25.55,26,14,12,6,9,16,17,4,3,20.2,19.92,26.47,27.7,0.46,0.12,0.37,0.72,0.1,0.03,0.15,106,4.47,0.38,2.34,0.15,0.12,0.07,0.05,0.12,0.01,0.03,0.01,0.05,4.5,0.18,0.82,20,3,6,0,10,5,18,0,0,3,2,0,6,0
4.64,8,0,5,4,2,11,276,5.09,25.09,24,18,6,2,16,9,29,0,5,18.4,18.91,26.64,25.6,0.51,0.09,0.0,0.72,0.09,0.05,0.13,114,4.85,0.41,2.77,0.14,0.13,0.15,0.06,0.2,0.09,0.16,0.04,0.13,3.5,0.42,0.65,15,0,8,0,4,4,13,1,0,6,1,0,6,0
4.6,7,1,9,4,5,15,300,4.67,20.0,27,19,8,12,9,17,21,2,6,17.71,18.66,24.32,22.43,0.52,0.07,0.11,0.73,0.13,0.02,0.11,134,5.47,0.45,2.76,0.16,0.15,0.11,0.1,0.21,0.11,0.09,0.04,0.1,4.25,0.29,0.41,17,8,12,0,5,5,23,10,3,9,0,0,6,0
4.73,8,0,5,2,8,15,306,6.93,20.4,27,19,8,5,25,9,24,1,3,17.0,17.79,23.35,22.29,0.48,0.11,0.37,0.7,0.13,0.04,0.13,146,5.9,0.48,3.2,0.18,0.14,0.15,0.1,0.25,0.01,0.1,0.09,0.02,5.25,0.42,0.64,16,6,8,0,5,8,18,9,2,3,2,0,6,1
3.38,5,2,0,1,1,8,123,5.38,15.38,10,10,0,1,10,6,9,0,1,11.0,10.91,16.27,16.43,0.46,0.14,0.24,0.68,0.11,0.04,0.17,75,4.78,0.61,2.12,0.16,0.21,0.16,0.14,0.3,0.14,0.07,0.04,0.11,1.75,0.33,1.0,5,1,2,0,2,0,7,1,0,3,1,0,4,1
4.95,8,2,6,4,8,20,424,5.45,21.2,47,35,12,12,17,19,20,3,3,18.26,19.7,25.83,23.37,0.44,0.13,0.31,0.72,0.12,0.04,0.12,193,6.63,0.46,3.78,0.2,0.15,0.13,0.1,0.23,0.03,0.04,0.06,0.03,3.5,0.42,0.69,21,2,13,0,9,14,25,16,2,5,2,0,6,1
4.22,10,3,4,4,8,18,315,4.89,17.5,38,26,12,3,14,11,14,0,4,13.82,14.0,18.64,18.29,0.43,0.09,0.13,0.74,0.1,0.03,0.14,127,5.06,0.4,3.18,0.18,0.1,0.12,0.09,0.22,0.09,0.17,0.14,0.05,4.5,0.45,1.1,20,0,10,0,7,6,12,5,2,5,0,0,6,0
3.89,7,2,3,4,11,19,345,7.32,18.16,38,23,15,4,12,18,6,3,3,15.0,14.52,19.07,19.89,0.44,0.11,0.31,0.66,0.11,0.05,0.18,140,5.33,0.41,2.65,0.17,0.12,0.06,0.09,0.14,0.14,0.06,0.08,0.05,2.25,0.33,0.56,22,2,12,0,10,9,16,22,4,1,1,0,6,1
5.06,11,2,7,8,5,16,327,7.31,20.44,29,18,11,10,11,16,27,5,6,18.87,18.55,23.88,24.27,0.49,0.19,0.55,0.68,0.15,0.05,0.13,152,5.94,0.46,3.53,0.2,0.16,0.11,0.08,0.19,0.0,0.11,0.07,0.01,3.25,0.24,0.66,21,6,3,0,9,5,16,12,4,3,1,0,6,2
5.27,8,3,10,3,3,15,303,5.13,20.2,30,25,5,3,20,22,22,8,3,15.93,15.33,21.06,21.5,0.5,0.13,0.12,0.71,0.14,0.07,0.08,151,6.13,0.5,3.23,0.18,0.17,0.17,0.08,0.25,0.07,0.08,0.06,0.03,5.0,0.37,0.63,15,0,7,0,11,8,20,1,0,3,2,0,6,0
4.29,7,0,6,3,12,17,388,5.35,22.82,37,21,16,5,21,13,27,5,1,17.62,17.62,23.83,24.56,0.47,0.17,0.21,0.65,0.11,0.05,0.19,145,5.21,0.37,2.89,0.15,0.1,0.11,0.1,0.21,0.03,0.13,0.1,0.03,5.0,0.3,0.6,16,10,9,0,10,6,20,15,5,1,2,0,6,2
4.4,7,2,8,3,5,15,306,4.4,20.4,30,22,8,7,15,17,17,4,3,15.43,18.55,24.29,21.57,0.47,0.14,0.43,0.69,0.13,0.07,0.11,122,4.93,0.4,2.77,0.18,0.13,0.09,0.04,0.13,0.02,0.1,0.1,0.08,3.5,0.25,0.52,22,3,7,0,7,5,11,16,6,2,1,0,6,2
3.9,7,0,5,2,3,10,204,7.0,20.4,14,10,4,6,8,16,6,5,0,16.78,16.59,20.18,21.33,0.38,0.15,0.52,0.63,0.06,0.02,0.29,87,4.31,0.43,2.45,0.24,0.1,0.1,0.06,0.17,0.02,0.02,0.02,0.02,4.0,0.13,0.33,10,5,9,0,10,0,3,0,0,0,5,0,6,0
4.75,7,3,3,5,6,16,284,3.62,17.75,34,23,11,5,11,13,13,0,5,13.0,13.59,18.18,18.0,0.52,0.11,0.34,0.67,0.15,0.04,0.15,135,5.66,0.48,3.06,0.18,0.15,0.13,0.09,0.22,0.11,0.03,0.05,0.05,3.0,0.44,0.46,20,2,5,0,1,5,20,4,0,4,4,0,6,1
4.71,9,2,9,4,0,14,189,2.29,13.5,17,14,3,6,12,15,9,11,0,11.54,9.97,13.55,14.38,0.51,0.11,0.14,0.59,0.09,0.07,0.25,74,3.81,0.39,1.15,0.08,0.12,0.06,0.08,0.14,0.0,0.08,0.0,0.0,2.0,0.54,0.17,0,0,8,0,11,1,9,0,0,0,0,0,6,0
4.6,11,2,7,0,3,10,185,6.5,18.5,12,9,3,5,12,20,4,7,0,14.11,18.48,23.31,18.56,0.43,0.14,0.2,0.61,0.15,0.07,0.17,75,3.9,0.41,1.57,0.1,0.14,0.13,0.04,0.16,0.02,0.08,0.02,0.06,2.5,0.15,0.92,2,0,6,0,11,0,5,4,0,1,1,0,6,0
4.46,6,2,2,2,10,13,312,6.15,24.0,31,17,14,3,16,12,21,1,4,18.92,19.29,25.69,25.75,0.43,0.21,0.53,0.67,0.06,0.04,0.23,123,4.92,0.39,2.89,0.17,0.11,0.12,0.06,0.18,0.01,0.19,0.15,0.03,5.0,0.34,0.93,17,4,9,0,4,8,15,4,1,2,2,0,6,2
5.0,9,2,7,0,2,12,230,3.17,19.17,16,14,2,5,27,12,11,7,0,16.45,17.72,21.82,20.27,0.43,0.05,0.17,0.59,0.09,0.09,0.23,83,3.87,0.36,1.2,0.07,0.1,0.11,0.07,0.18,0.02,0.09,0.05,0.14,1.75,0.35,0.59,2,0,10,0,9,3,6,2,0,0,0,0,6,0
4.25,7,0,4,4,2,16,289,5.56,18.06,29,24,5,3,16,9,15,0,5,14.93,14.62,19.3,19.87,0.48,0.15,0.25,0.67,0.09,0.03,0.21,131,5.45,0.45,2.58,0.15,0.14,0.11,0.11,0.22,0.06,0.08,0.12,0.04,2.25,0.3,0.61,21,2,8,0,1,4,18,6,0,2,2,0,6,0
4.67,7,3,4,4,4,12,293,7.42,24.42,29,21,8,6,22,12,16,1,7,18.91,21.6,29.46,25.82,0.43,0.12,0.39,0.7,0.13,0.05,0.12,130,5.37,0.44,3.23,0.2,0.15,0.12,0.05,0.17,0.04,0.04,0.01,0.04,5.5,0.43,0.73,18,2,9,0,3,7,22,10,3,3,1,0,6,0
4.31,7,2,4,3,12,16,305,3.94,19.06,28,15,13,11,12,16,19,2,3,16.07,16.95,22.46,21.87,0.48,0.1,0.24,0.68,0.09,0.05,0.19,138,5.59,0.45,2.71,0.16,0.16,0.11,0.05,0.16,0.01,0.02,0.06,0.01,4.0,0.19,0.64,18,10,3,0,3,8,15,14,4,5,1,0,6,3
4.15,6,3,3,3,4,20,346,3.55,17.3,45,39,6,8,11,20,17,2,2,13.21,13.43,17.49,17.79,0.45,0.16,0.52,0.68,0.13,0.04,0.15,138,5.25,0.4,2.92,0.18,0.11,0.13,0.08,0.21,0.05,0.01,0.07,0.04,5.0,0.5,0.72,19,5,12,0,9,8,9,2,1,2,0,0,6,4
4.08,6,3,6,0,2,12,272,6.58,22.67,19,17,2,7,16,21,10,4,0,19.27,18.0,22.34,23.73,0.4,0.19,0.32,0.66,0.07,0.02,0.26,104,4.46,0.38,2.53,0.15,0.11,0.11,0.12,0.23,0.02,0.04,0.02,0.11,4.25,0.35,0.75,8,3,4,0,4,10,12,1,2,0,0,0,6,5
3.53,6,2,3,2,4,17,326,5.35,19.18,31,27,4,7,20,20,23,3,1,18.44,19.58,23.64,22.56,0.41,0.21,0.41,0.64,0.1,0.03,0.24,133,5.21,0.41,2.99,0.16,0.11,0.13,0.08,0.22,0.04,0.08,0.08,0.1,5.25,0.52,0.78,11,1,16,0,4,3,16,6,1,0,6,0,6,4
2.5,4,1,1,0,1,8,72,2.88,9.0,4,3,1,1,5,2,4,1,0,7.0,7.45,8.5,8.0,0.38,0.26,0.63,0.56,0.04,0.0,0.4,42,3.5,0.58,1.26,0.15,0.14,0.15,0.07,0.22,0.0,0.14,0.0,0.0,1.0,0.4,0.6,1,0,1,0,1,1,0,0,0,0,2,1,4,0
3.4,5,1,4,5,2,15,193,3.47,12.87,25,22,3,9,5,5,13,4,0,10.29,11.72,14.59,12.57,0.5,0.19,0.42,0.67,0.11,0.0,0.21,89,4.53,0.46,2.55,0.19,0.15,0.1,0.07,0.18,0.02,0.12,0.13,0.02,2.75,0.44,0.68,6,6,4,0,5,2,3,0,0,2,2,0,6,1
4.73,10,3,5,4,8,15,278,5.07,18.53,31,19,12,9,8,10,23,4,1,14.43,15.72,20.29,18.43,0.53,0.12,0.48,0.68,0.11,0.05,0.16,134,5.68,0.48,2.99,0.17,0.13,0.16,0.14,0.29,0.07,0.13,0.15,0.04,4.25,0.29,0.74,12,7,17,0,7,6,13,4,1,4,2,0,6,4
4.12,8,0,4,2,9,17,344,6.12,20.24,31,21,10,8,20,23,16,3,3,17.38,18.89,25.38,23.31,0.49,0.18,0.48,0.7,0.12,0.04,0.15,159,6.06,0.46,2.87,0.14,0.17,0.17,0.08,0.25,0.02,0.1,0.09,0.02,4.0,0.14,0.91,23,2,10,0,10,6,17,6,3,4,3,0,6,2
4.5,8,3,2,5,3,10,253,10.1,25.3,20,12,8,2,15,11,7,3,1,20.89,22.27,28.45,26.89,0.37,0.23,0.86,0.6,0.06,0.03,0.32,105,4.67,0.42,2.57,0.16,0.12,0.08,0.12,0.19,0.0,0.0,0.07,0.07,4.0,0.35,0.88,5,1,11,0,5,3,9,0,0,0,6,0,6,1
3.91,8,1,1,1,2,11,185,4.18,16.82,15,13,2,6,10,8,12,1,1,14.6,15.12,19.26,19.3,0.48,0.09,0.17,0.68,0.12,0.06,0.13,108,5.61,0.58,2.74,0.18,0.16,0.13,0.2,0.34,0.06,0.14,0.14,0.02,3.25,0.18,0.76,8,5,4,0,1,2,5,3,0,0,1,0,6,0
3.73,8,0,0,3,1,15,241,5.07,16.07,25,22,3,1,13,17,16,1,1,12.43,12.39,16.55,17.0,0.46,0.16,0.14,0.69,0.1,0.05,0.17,116,5.28,0.48,2.97,0.19,0.12,0.13,0.12,0.24,0.03,0.13,0.13,0.05,3.75,0.4,0.76,12,2,6,0,5,5,15,15,4,0,1,0,6,2
