1.txt,0.40136,0.25424,0.0,0.0,0.0,0.63265,0.08844,0.04082,0.2381,67,0.45578,3.90752,5.52607,0.84255,0,0.72676,0.64407,0.8,6.4,1.78885,0.13559,0.38983,0.0678,0.0678,0.13559,
2.txt,0.44541,0.19608,0.0,0.0,0.0,0.63319,0.12227,0.04367,0.20087,93,0.40611,4.3456,6.14561,0.83416,0,0.74433,0.54902,0.45,4.05,1.42302,0.08824,0.26471,0.11765,0.12745,0.2451,
3.txt,0.44762,0.16489,0.05882,0.24254,0.11765,0.69762,0.09286,0.03571,0.17381,177,0.42143,6.10708,8.63672,0.85694,0,0.79219,0.68617,0.76471,19.88235,3.15296,0.1383,0.25,0.20213,0.12234,0.32447,
4.txt,0.43155,0.17931,0.08824,0.3638,0.26471,0.72024,0.06845,0.03571,0.1756,150,0.44643,5.78638,8.18317,0.86136,0,0.78804,0.77241,0.88235,26.47059,3.63803,0.2069,0.35172,0.10345,0.12414,0.22759,
5.txt,0.40306,0.20253,0.21429,0.56695,0.64286,0.64796,0.11735,0.07143,0.16327,87,0.44388,4.39416,6.21429,0.84612,0,0.75515,0.64557,0.85714,10.28571,2.26779,0.1519,0.32911,0.11392,0.07595,0.18987,
6.txt,0.37872,0.14607,0.0625,0.17678,0.0625,0.62553,0.14043,0.06383,0.17021,83,0.35319,3.8285,5.41432,0.80937,0,0.68687,0.55056,0.625,6.25,1.76777,0.11236,0.25843,0.1236,0.08989,0.21348,
7.txt,0.40058,0.20144,0.13333,0.5164,0.53333,0.65418,0.12392,0.04611,0.17579,134,0.38617,5.08657,7.1935,0.83733,0,0.77715,0.57554,0.6,10.8,2.32379,0.1295,0.32374,0.08633,0.05755,0.14388,
8.txt,0.46867,0.14439,0.075,0.33541,0.225,0.70175,0.09273,0.02506,0.18045,186,0.46617,6.58433,9.31165,0.87256,0,0.82258,0.77005,0.775,24.025,3.46591,0.16578,0.36364,0.13904,0.10695,0.24599,
9.txt,0.40588,0.21739,0.0,0.0,0.0,0.61176,0.10588,0.04118,0.24118,73,0.42941,3.95898,5.59884,0.8354,0,0.69508,0.63768,0.7,4.9,1.56525,0.10145,0.27536,0.10145,0.18841,0.28986,
10.txt,0.40557,0.25954,0.37931,1.44437,4.17241,0.5356,0.08669,0.03715,0.34056,165,0.51084,6.49184,9.18085,0.88374,0,0.80526,0.84733,0.93103,25.13793,3.54527,0.20611,0.35878,0.16794,0.1374,0.30534,
11.txt,0.42077,0.28571,0.05556,0.16667,0.05556,0.53552,0.14208,0.06011,0.2623,74,0.40437,3.86804,5.47024,0.8262,0,0.75327,0.54545,0.66667,8.0,2.0,0.15584,0.24675,0.09091,0.07792,0.16883,
12.txt,0.3615,0.15584,0.09091,0.2132,0.09091,0.65728,0.08451,0.03756,0.22066,90,0.42254,4.36051,6.1667,0.83931,0,0.74756,0.57143,0.72727,5.81818,1.70561,0.1039,0.2987,0.11688,0.06494,0.18182,
13.txt,0.39655,0.16522,0.0,0.0,0.0,0.74828,0.06552,0.02069,0.16552,135,0.46552,5.60557,7.92747,0.86515,0,0.811,0.74783,0.76471,19.88235,3.15296,0.22609,0.28696,0.13043,0.11304,0.24348,
14.txt,0.344,0.09302,0.0625,0.17678,0.0625,0.644,0.068,0.02,0.268,117,0.468,5.2324,7.39973,0.86248,0,0.78136,0.67442,0.6875,7.5625,1.94454,0.12791,0.30233,0.10465,0.13953,0.24419,
15.txt,0.45435,0.08612,0.04444,0.21082,0.08889,0.73261,0.08696,0.03696,0.14348,196,0.42609,6.46193,9.13855,0.86086,0,0.82559,0.67943,0.68889,21.35556,3.26769,0.14833,0.29187,0.16268,0.10048,0.26316,
16.txt,0.33613,0.15,0.05263,0.16222,0.05263,0.60504,0.06723,0.05462,0.27311,109,0.45798,4.99601,7.06542,0.85729,0,0.78785,0.75,0.73684,10.31579,2.2711,0.175,0.35,0.1625,0.0875,0.25,
17.txt,0.45,0.03968,0.03125,0.125,0.03125,0.76429,0.09643,0.02857,0.11071,131,0.46786,5.53576,7.82875,0.8652,0,0.81966,0.69048,0.6875,15.125,2.75,0.1746,0.31746,0.11905,0.09524,0.21429,
18.txt,0.38068,0.1791,0.0,0.0,0.0,0.68182,0.02841,0.02273,0.26705,90,0.51136,4.79702,6.78401,0.87029,0,0.80019,0.73134,0.85714,10.28571,2.26779,0.1791,0.28358,0.16418,0.1194,0.28358,
19.txt,0.43087,0.07463,0.06977,0.3235,0.2093,0.80707,0.07717,0.01929,0.09646,141,0.45338,5.65358,7.99538,0.86218,0,0.83335,0.68657,0.5814,14.53488,2.69582,0.18657,0.29104,0.14179,0.09701,0.23881,
20.txt,0.3615,0.11688,0.0,0.0,0.0,0.66667,0.04695,0.0,0.28638,84,0.39437,4.06981,5.75559,0.82645,0,0.75317,0.53247,0.7,4.9,1.56525,0.09091,0.22078,0.16883,0.06494,0.23377,
21.txt,0.41896,0.05109,0.0,0.0,0.0,0.8104,0.09786,0.02446,0.06728,129,0.3945,5.0443,7.13372,0.83935,0,0.81095,0.63504,0.64444,18.68889,3.05687,0.21168,0.19708,0.11679,0.11679,0.23358,
22.txt,0.35547,0.13187,0.07143,0.18898,0.07143,0.61719,0.08203,0.01172,0.28906,95,0.37109,4.19845,5.9375,0.82123,0,0.74381,0.6044,0.78571,8.64286,2.0788,0.12088,0.1978,0.18681,0.12088,0.30769,
23.txt,0.41925,0.08889,0.03846,0.13868,0.03846,0.77019,0.10248,0.0559,0.07143,138,0.42857,5.43796,7.69044,0.85327,0,0.80899,0.65926,0.65385,11.11538,2.35748,0.12593,0.28148,0.16296,0.1037,0.26667,
24.txt,0.46083,0.115,0.12281,0.65561,0.85965,0.74885,0.09908,0.06452,0.08756,179,0.41244,6.07566,8.59227,0.85417,0,0.8283,0.665,0.7193,29.49123,3.84,0.205,0.25,0.13,0.085,0.215,
25.txt,0.36723,0.2,0.16667,0.40825,0.33333,0.59887,0.03955,0.0339,0.32768,78,0.44068,4.14565,5.86284,0.84169,0,0.74018,0.63077,0.75,6.75,1.83712,0.13846,0.27692,0.18462,0.04615,0.23077,
26.txt,0.37788,0.10976,0.14286,0.37796,0.28571,0.66359,0.09217,0.04608,0.19816,93,0.42857,4.46414,6.31325,0.84251,0,0.75945,0.63415,0.71429,7.14286,1.88982,0.12195,0.30488,0.14634,0.07317,0.21951,
27.txt,0.44444,0.11184,0.05405,0.2325,0.10811,0.75439,0.10819,0.04678,0.09064,155,0.45322,5.92657,8.38144,0.86437,0,0.83276,0.74342,0.75676,21.18919,3.25493,0.18421,0.29605,0.19079,0.09211,0.28289,
28.txt,0.39925,0.15888,0.0,0.0,0.0,0.62313,0.04478,0.01866,0.31343,124,0.46269,5.35598,7.57451,0.86215,0,0.81428,0.65421,0.78571,8.64286,2.0788,0.1028,0.25234,0.17757,0.16822,0.34579,
29.txt,0.40155,0.10323,0.05263,0.22942,0.10526,0.79793,0.09067,0.04404,0.06736,153,0.39637,5.50659,7.78749,0.84462,0,0.80948,0.67742,0.76316,22.13158,3.32653,0.1871,0.23871,0.13548,0.12258,0.25806,
30.txt,0.37234,0.17143,0.18182,0.4264,0.36364,0.55851,0.05851,0.03191,0.35106,87,0.46277,4.48668,6.34513,0.85285,0,0.77944,0.64286,0.81818,7.36364,1.91881,0.12857,0.27143,0.17143,0.08571,0.25714,
31.txt,0.38636,0.07563,0.05882,0.24254,0.11765,0.78247,0.09091,0.01948,0.10714,127,0.41234,5.11698,7.2365,0.84539,0,0.82093,0.70588,0.61765,12.97059,2.54662,0.17647,0.30252,0.16807,0.06723,0.23529,
32.txt,0.37017,0.1194,0.0,0.0,0.0,0.61878,0.04972,0.0221,0.30939,84,0.46409,4.41494,6.24367,0.85233,0,0.77137,0.62687,0.8,6.4,1.78885,0.1194,0.28358,0.16418,0.10448,0.26866,
33.txt,0.39871,0.03226,0.02381,0.10911,0.02381,0.81672,0.09968,0.00965,0.07395,125,0.40193,5.01204,7.0881,0.8412,0,0.78815,0.68548,0.66667,18.66667,3.05505,0.22581,0.25806,0.09677,0.10484,0.20161,
34.txt,0.32065,0.11864,0.0,0.0,0.0,0.63043,0.05978,0.02174,0.28804,79,0.42935,4.11816,5.82396,0.83787,0,0.74819,0.69492,0.76923,7.69231,1.96116,0.16949,0.30508,0.15254,0.0678,0.22034,
35.txt,0.42275,0.07614,0.05,0.27386,0.15,0.80901,0.08369,0.03219,0.07511,169,0.36266,5.53578,7.82877,0.83492,0,0.82805,0.60406,0.61667,22.81667,3.37762,0.18782,0.2335,0.12183,0.09137,0.2132,
36.txt,0.38023,0.09,0.0,0.0,0.0,0.65779,0.08745,0.04563,0.20913,119,0.45247,5.18865,7.33785,0.85768,0,0.79246,0.68,0.66667,9.33333,2.16025,0.14,0.32,0.18,0.06,0.24,
37.txt,0.43243,0.04545,0.0566,0.29139,0.16981,0.76413,0.06634,0.02703,0.14251,163,0.40049,5.71315,8.07961,0.84771,0,0.83757,0.67045,0.56604,16.98113,2.91386,0.17045,0.28409,0.125,0.10227,0.22727,
38.txt,0.35176,0.11429,0.0,0.0,0.0,0.56784,0.06533,0.0201,0.34673,84,0.42211,4.21054,5.9546,0.83706,0,0.7585,0.65714,0.76923,7.69231,1.96116,0.14286,0.3,0.15714,0.07143,0.22857,
39.txt,0.3952,0.12707,0.04762,0.21822,0.09524,0.65939,0.05677,0.03712,0.24672,182,0.39738,6.01345,8.5043,0.84937,0,0.82369,0.62983,0.71429,21.42857,3.27327,0.16575,0.27072,0.1326,0.07735,0.20994,
40.txt,0.33544,0.11321,0.0,0.0,0.0,0.59494,0.06962,0.02532,0.31013,67,0.42405,3.76904,5.33023,0.83054,0,0.71279,0.62264,0.7,4.9,1.56525,0.13208,0.26415,0.18868,0.07547,0.26415,
